Ch.,B,A,x0,y0,Ra,Dec,FWHMx,FWHMy,Mag,Beta,r,Angle,RMSE
0,0.0254043,0.0305944,3273.33,1654.21,264.747,-32.1767,6.99765,5.48892,-0.235705,-1,0.784394,-69.2202,0.00120119
0,0.0257914,0.0298407,3281.6,2565.48,265.37,-32.2526,3.57611,3.08002,-0.232817,-1,0.861277,-7.05997,0.00295265
0,0.0260818,0.0442716,2711.98,2104.85,264.996,-32.5416,4.70857,4.42465,-0.230657,-1,0.939702,-65.7361,0.00176846
0,0.0257184,0.0441897,3154.27,2401.68,265.245,-32.3121,4.80808,4.2807,-0.228278,-1,0.890315,86.0638,0.000559073
0,0.0256949,0.043887,3345.31,1661.91,264.76,-32.1357,4.73007,4.34228,-0.225857,-1,0.918016,-81.9042,0.000497512
0,0.0258417,0.0442494,3133.22,2808.88,265.521,-32.3594,4.67815,4.28798,-0.223343,-1,0.916597,-89.8135,0.000663403
0,0.0267079,0.0312812,3195.36,2213.99,265.121,-32.2719,6.64154,5.6657,-0.223321,-1,0.85307,87.6908,0.0044728
0,0.0256805,0.0437108,3026.06,2471.73,265.279,-32.3924,4.67458,4.21902,-0.217335,-1,0.902545,80.798,0.000569276
0,0.0256994,0.0423954,3087.96,2733.57,265.465,-32.3792,4.52461,4.40745,-0.213811,-1,0.974107,-70.1746,0.000532655
0,0.0267745,0.0452088,3191.11,2220.89,265.125,-32.2749,4.55618,4.06799,-0.211607,-1,0.892852,-84.0881,0.00392592
0,0.0257887,0.0246678,3264.02,2352.53,265.223,-32.2443,4.02537,3.95916,-0.21027,-1,0.983552,-78.7322,0.00217744
0,0.0256169,0.0417734,2727.29,1730.62,264.741,-32.4992,4.63967,4.28661,-0.210177,-1,0.923904,-87.5826,0.000534206
0,0.0257195,0.0403753,3586.79,1814.6,264.89,-32.0095,4.73266,4.30183,-0.207833,-1,0.908967,-83.3412,0.000520516
