Ch.,B,A,x0,y0,Ra,Dec,FWHMx,FWHMy,Mag,Beta,r,Angle,RMSE
0,0.0260519,0.127748,3656.85,2054.29,265.06,-31.9903,4.34233,3.87165,-0.476463,-1,0.891606,-88.3144,0.000903116
0,0.026169,0.126561,3226.21,2510.02,265.326,-32.2799,4.24255,3.86971,-0.463918,-1,0.912118,-86.4748,0.00088203
0,0.0261049,0.128476,3635.72,2033.61,265.044,-32.0007,4.19338,3.8491,-0.463723,-1,0.9179,-83.6465,0.00095803
0,0.0265148,0.113889,3013.75,2376.78,265.213,-32.3912,4.3448,4.11201,-0.456154,-1,0.946422,-31.399,0.00325782
0,0.0259066,0.0862169,3707.01,2772.45,265.555,-32.0236,5.86534,5.28604,-0.445853,-1,0.901232,-1.75868,0.00314018
0,0.0259374,0.122785,2846.75,1671.96,264.714,-32.4249,4.15165,3.84025,-0.441921,-1,0.924994,-82.6308,0.000912048
0,0.0259617,0.112782,2769.56,2350.51,265.17,-32.53,4.22654,3.9719,-0.426301,-1,0.939751,87.2771,0.000738524
0,0.0259851,0.116295,2962.08,1938.72,264.908,-32.3823,3.96537,3.96422,-0.417959,-1,0.99971,-31.1552,0.000857374
0,0.0256988,0.0525839,3144.5,2434.67,265.266,-32.3206,7.90356,7.66681,-0.412576,-1,0.970046,-11.7318,0.00462728
0,0.0259682,0.108635,2917.97,2511.29,265.295,-32.4583,4.22637,3.80041,-0.401592,-1,0.899215,-84.2393,0.000781205
0,0.0260096,0.109777,3576.75,2802.71,265.563,-32.1018,4.05675,3.78888,-0.391081,-1,0.933968,-88.7779,0.000851943
0,0.0260727,0.109111,3022.68,2514.68,265.308,-32.3981,4.06833,3.79214,-0.389831,-1,0.93211,-79.6208,0.000840201
0,0.026028,0.102883,3165.24,2245.93,265.14,-32.2921,4.16373,3.86341,-0.384641,-1,0.927871,-89.2886,0.000813587
0,0.0258368,0.0818982,3019.46,1823.04,264.836,-32.3388,5.09357,4.49802,-0.380829,-1,0.883078,-61.0026,0.0015747
0,0.0258574,0.0633298,2656.46,2142.26,265.015,-32.5769,7.7117,5.98397,-0.37954,-1,0.77596,-19.2252,0.00422321
0,0.0258813,0.061843,3618.16,2272.49,265.205,-32.032,6.08514,5.05985,-0.376658,-1,0.831509,-2.91484,0.0026828
0,0.0258948,0.0628344,2775.31,2672.44,265.391,-32.5547,6.08142,5.12865,-0.368985,-1,0.843331,-9.74476,0.0026494
