# 2000 stars found using the following parameters:
# sigma=1.00 roundness=0.50 radius=5 relax=0 profile=0 minbeta=1.5 max_stars=2000 layer=0 minA=0.00 maxA=0.00 maxR=1.00
# star#	layer	B	A	beta	X	Y	FWHMx [px]	FWHMy [px]	FWHMx ["]	FWHMy ["]	angle	RMSE	mag	Profile	RA	Dec
997	0	  0.026011	  0.066730	     -1.00	   2327.94	   2901.90	      1.89	      1.84	      3.98	      3.86	84.52	 9.777e-04	     -0.25	Gaussian	0.000000	0.000000
998	0	  0.025164	  0.029888	     -1.00	   1795.47	   4226.93	      3.70	      3.69	      7.77	      7.75	-88.91	 2.585e-03	     -0.25	Gaussian	0.000000	0.000000
999	0	  0.025546	  0.051226	     -1.00	   4344.76	   1790.53	      2.44	      2.07	      5.12	      4.35	65.52	 9.588e-04	     -0.25	Gaussian	0.000000	0.000000
1000	0	  0.024868	  0.054717	     -1.00	   5750.96	    472.63	      2.28	      1.85	      4.80	      3.89	41.47	 6.422e-04	     -0.25	Gaussian	0.000000	0.000000
1001	0	  0.025157	  0.046918	     -1.00	   5058.32	    736.50	      2.86	      2.12	      6.02	      4.46	47.97	 1.169e-03	     -0.25	Gaussian	0.000000	0.000000
1002	0	  0.025565	  0.035688	     -1.00	   3882.56	   2934.48	      3.32	      2.92	      6.98	      6.15	78.64	 2.072e-03	     -0.25	Gaussian	0.000000	0.000000
1003	0	  0.025199	  0.033099	     -1.00	   1246.27	    798.57	      3.26	      3.09	      6.86	      6.49	79.71	 1.677e-03	     -0.25	Gaussian	0.000000	0.000000
1004	0	  0.025408	  0.055532	     -1.00	   1615.99	    995.32	      2.15	      1.92	      4.53	      4.04	29.55	 5.468e-04	     -0.25	Gaussian	0.000000	0.000000
1005	0	  0.025239	  0.047283	     -1.00	   1168.94	   4039.37	      2.20	      2.20	      4.63	      4.63	-87.82	 6.169e-04	     -0.25	Gaussian	0.000000	0.000000
1006	0	  0.025676	  0.064570	     -1.00	   3436.57	   1442.94	      1.89	      1.89	      3.96	      3.96	23.94	 6.115e-04	     -0.25	Gaussian	0.000000	0.000000
1007	0	  0.025296	  0.042630	     -1.00	   1053.63	   3194.09	      1.62	      1.48	      3.41	      3.10	57.23	 2.369e-03	     -0.25	Gaussian	0.000000	0.000000
1008	0	  0.025463	  0.030409	     -1.00	   3011.58	   1240.78	      3.75	      3.63	      7.87	      7.62	12.84	 2.848e-03	     -0.25	Gaussian	0.000000	0.000000
1009	0	  0.025370	  0.060741	     -1.00	   3908.96	    255.92	      2.05	      1.84	      4.31	      3.86	51.72	 6.522e-04	     -0.25	Gaussian	0.000000	0.000000
1010	0	  0.025759	  0.061397	     -1.00	   1650.87	   1890.17	      1.42	      1.13	      2.99	      2.38	61.69	 3.297e-03	     -0.25	Gaussian	0.000000	0.000000
1011	0	  0.024769	  0.039182	     -1.00	    525.70	    411.96	      2.67	      2.19	      5.62	      4.60	10.91	 6.296e-04	     -0.25	Gaussian	0.000000	0.000000
1012	0	  0.025495	  0.058056	     -1.00	   1727.18	   1308.79	      2.05	      1.91	      4.31	      4.02	23.40	 5.735e-04	     -0.25	Gaussian	0.000000	0.000000
1013	0	  0.025296	  0.049548	     -1.00	   1050.92	   3849.71	      2.15	      2.14	      4.51	      4.51	86.03	 7.120e-04	     -0.25	Gaussian	0.000000	0.000000
1014	0	  0.025095	  0.042902	     -1.00	    536.03	   3313.55	      2.30	      2.30	      4.84	      4.84	67.69	 6.321e-04	     -0.25	Gaussian	0.000000	0.000000
1015	0	  0.025687	  0.042101	     -1.00	   2690.40	   2025.27	      3.09	      2.16	      6.50	      4.53	36.48	 1.779e-03	     -0.25	Gaussian	0.000000	0.000000
1016	0	  0.025621	  0.062508	     -1.00	   2032.14	   1653.84	      1.92	      1.90	      4.04	      3.99	54.32	 5.586e-04	     -0.25	Gaussian	0.000000	0.000000
1017	0	  0.025332	  0.031187	     -1.00	   2295.92	    468.50	      3.20	      3.18	      6.73	      6.68	73.39	 2.203e-03	     -0.25	Gaussian	0.000000	0.000000
1018	0	  0.025818	  0.039433	     -1.00	   2846.75	   1817.90	      1.60	      1.48	      3.35	      3.12	68.49	 3.420e-03	     -0.25	Gaussian	0.000000	0.000000
1019	0	  0.024823	  0.041312	     -1.00	    623.74	    296.97	      2.61	      2.11	      5.49	      4.43	14.94	 6.440e-04	     -0.25	Gaussian	0.000000	0.000000
1020	0	  0.025342	  0.058665	     -1.00	   4857.82	   3906.37	      2.12	      1.82	      4.47	      3.83	67.78	 5.273e-04	     -0.25	Gaussian	0.000000	0.000000
1021	0	  0.025001	  0.055437	     -1.00	   6027.55	   2665.65	      2.19	      1.86	      4.61	      3.91	53.91	 6.089e-04	     -0.25	Gaussian	0.000000	0.000000
1022	0	  0.025347	  0.062780	     -1.00	   4928.53	   1124.88	      1.95	      1.84	      4.10	      3.86	64.07	 6.924e-04	     -0.25	Gaussian	0.000000	0.000000
1023	0	  0.025625	  0.039512	     -1.00	   3141.31	   3201.48	      2.89	      2.44	      6.08	      5.12	10.46	 1.709e-03	     -0.25	Gaussian	0.000000	0.000000
1024	0	  0.024888	  0.037479	     -1.00	    209.45	   1803.49	      2.45	      2.45	      5.15	      5.15	80.81	 6.933e-04	     -0.25	Gaussian	0.000000	0.000000
1025	0	  0.026999	  0.067480	     -1.00	   4375.91	   1887.50	      1.90	      1.75	      3.99	      3.69	82.95	 7.501e-03	     -0.25	Gaussian	0.000000	0.000000
1026	0	  0.025257	  0.055100	     -1.00	   1337.18	   1083.74	      2.16	      1.88	      4.53	      3.96	22.92	 5.889e-04	     -0.25	Gaussian	0.000000	0.000000
1027	0	  0.025664	  0.026182	     -1.00	   3449.43	   2220.02	      3.79	      3.79	      7.97	      7.96	83.28	 2.885e-03	     -0.25	Gaussian	0.000000	0.000000
1028	0	  0.025513	  0.062897	     -1.00	   2770.79	    710.90	      1.98	      1.80	      4.16	      3.78	45.49	 5.686e-04	     -0.25	Gaussian	0.000000	0.000000
1029	0	  0.024763	  0.052276	     -1.00	   6000.55	    746.04	      2.02	      1.91	      4.24	      4.02	45.06	 8.484e-04	     -0.25	Gaussian	0.000000	0.000000
1030	0	  0.025446	  0.061599	     -1.00	   5159.07	   1981.10	      1.99	      1.83	      4.18	      3.84	62.22	 6.515e-04	     -0.25	Gaussian	0.000000	0.000000
1031	0	  0.025254	  0.016485	     -1.00	   3452.03	    798.16	      4.91	      4.91	     10.32	     10.31	3.89	 2.963e-03	     -0.24	Gaussian	0.000000	0.000000
1032	0	  0.025146	  0.032803	     -1.00	   1090.18	    967.29	      3.16	      2.86	      6.64	      6.00	53.93	 1.310e-03	     -0.24	Gaussian	0.000000	0.000000
1033	0	  0.025403	  0.051315	     -1.00	   1518.93	   3951.47	      2.15	      2.02	      4.51	      4.24	-36.05	 5.990e-04	     -0.24	Gaussian	0.000000	0.000000
1034	0	  0.025639	  0.060610	     -1.00	   2923.91	   1142.90	      1.95	      1.87	      4.10	      3.94	70.01	 5.192e-04	     -0.24	Gaussian	0.000000	0.000000
1035	0	  0.025098	  0.024923	     -1.00	   5796.16	    424.24	      1.76	      1.76	      3.71	      3.70	50.46	 3.559e-03	     -0.24	Gaussian	0.000000	0.000000
1036	0	  0.025547	  0.048185	     -1.00	   2478.43	    915.10	      2.54	      2.13	      5.34	      4.48	44.24	 1.061e-03	     -0.24	Gaussian	0.000000	0.000000
1037	0	  0.024552	  0.035155	     -1.00	    100.73	    252.97	      2.51	      2.51	      5.27	      5.27	51.22	 7.597e-04	     -0.24	Gaussian	0.000000	0.000000
1038	0	  0.025814	  0.060844	     -1.00	   3901.01	   1469.89	      1.91	      1.90	      4.01	      3.99	64.87	 8.857e-04	     -0.24	Gaussian	0.000000	0.000000
1039	0	  0.025725	  0.045239	     -1.00	   2859.50	    686.38	      2.72	      1.93	      5.73	      4.05	33.26	 1.155e-03	     -0.24	Gaussian	0.000000	0.000000
1040	0	  0.025664	  0.033065	     -1.00	   2802.63	   2337.37	      3.14	      2.94	      6.60	      6.18	82.35	 1.648e-03	     -0.24	Gaussian	0.000000	0.000000
1041	0	  0.025082	  0.029342	     -1.00	   4350.21	   4066.56	      3.59	      2.25	      7.55	      4.72	50.62	 1.385e-03	     -0.24	Gaussian	0.000000	0.000000
1042	0	  0.025679	  0.059227	     -1.00	   2129.53	   3404.61	      1.95	      1.91	      4.10	      4.01	-87.95	 7.291e-04	     -0.24	Gaussian	0.000000	0.000000
1043	0	  0.025069	  0.046598	     -1.00	    677.56	   2239.02	      2.17	      2.17	      4.57	      4.57	87.06	 6.634e-04	     -0.24	Gaussian	0.000000	0.000000
1044	0	  0.024549	  0.044491	     -1.00	   5829.75	     31.68	      2.62	      1.89	      5.51	      3.97	42.48	 6.808e-04	     -0.24	Gaussian	0.000000	0.000000
1045	0	  0.024984	  0.044932	     -1.00	   5623.49	   1036.08	      2.88	      2.85	      6.06	      5.99	59.59	 2.113e-03	     -0.24	Gaussian	0.000000	0.000000
1046	0	  0.025215	  0.028528	     -1.00	   1487.54	   3834.50	      3.56	      3.44	      7.49	      7.24	86.87	 2.006e-03	     -0.24	Gaussian	0.000000	0.000000
1047	0	  0.025653	  0.060697	     -1.00	   2721.63	   3340.00	      1.99	      1.82	      4.18	      3.82	88.45	 5.013e-04	     -0.24	Gaussian	0.000000	0.000000
1048	0	  0.025301	  0.037351	     -1.00	   2513.50	     97.11	      3.03	      2.37	      6.38	      4.97	77.57	 1.608e-03	     -0.24	Gaussian	0.000000	0.000000
1049	0	  0.025660	  0.026373	     -1.00	   3263.93	   2352.36	      3.69	      3.69	      7.76	      7.76	79.39	 2.487e-03	     -0.24	Gaussian	0.000000	0.000000
1050	0	  0.025111	  0.022254	     -1.00	   3442.18	    735.34	      4.42	      2.38	      9.29	      5.00	20.92	 1.765e-03	     -0.24	Gaussian	0.000000	0.000000
1051	0	  0.025044	  0.053568	     -1.00	   4604.20	     75.82	      2.18	      1.87	      4.58	      3.94	44.47	 5.474e-04	     -0.24	Gaussian	0.000000	0.000000
1052	0	  0.025561	  0.045350	     -1.00	    969.24	   2181.59	      2.68	      2.54	      5.63	      5.33	69.60	 1.391e-03	     -0.24	Gaussian	0.000000	0.000000
1053	0	  0.024875	  0.036478	     -1.00	    473.09	   4009.08	      2.90	      2.65	      6.09	      5.57	1.76	 9.358e-04	     -0.24	Gaussian	0.000000	0.000000
1054	0	  0.025613	  0.060339	     -1.00	   3825.51	   1229.95	      1.95	      1.85	      4.11	      3.89	63.83	 5.553e-04	     -0.24	Gaussian	0.000000	0.000000
1055	0	  0.025475	  0.057190	     -1.00	   3533.93	   4057.39	      2.03	      1.87	      4.27	      3.94	80.35	 4.970e-04	     -0.24	Gaussian	0.000000	0.000000
1056	0	  0.025545	  0.059917	     -1.00	   3359.55	    803.96	      1.91	      1.91	      4.00	      4.00	-42.16	 5.205e-04	     -0.24	Gaussian	0.000000	0.000000
1057	0	  0.025389	  0.034114	     -1.00	   5023.52	   2184.43	      3.32	      2.97	      6.99	      6.25	79.51	 2.011e-03	     -0.24	Gaussian	0.000000	0.000000
1058	0	  0.025595	  0.058569	     -1.00	   4044.90	   3339.52	      1.93	      1.92	      4.06	      4.03	-68.51	 5.580e-04	     -0.24	Gaussian	0.000000	0.000000
1059	0	  0.024992	  0.017612	     -1.00	   1887.33	   4012.22	      4.79	      2.63	     10.07	      5.53	-85.85	 1.600e-03	     -0.24	Gaussian	0.000000	0.000000
1060	0	  0.025210	  0.022841	     -1.00	   1912.48	   3924.93	      3.99	      3.91	      8.38	      8.22	89.61	 2.461e-03	     -0.24	Gaussian	0.000000	0.000000
1061	0	  0.024758	  0.034170	     -1.00	    201.18	   4175.56	      2.52	      2.52	      5.30	      5.30	72.61	 6.572e-04	     -0.24	Gaussian	0.000000	0.000000
1062	0	  0.025409	  0.035036	     -1.00	   3200.50	   3651.01	      3.13	      2.10	      6.57	      4.41	77.98	 1.312e-03	     -0.24	Gaussian	0.000000	0.000000
1063	0	  0.025312	  0.049988	     -1.00	   1089.32	   2784.58	      2.08	      2.08	      4.38	      4.38	73.62	 6.030e-04	     -0.24	Gaussian	0.000000	0.000000
1064	0	  0.025746	  0.060506	     -1.00	   3348.96	   3737.77	      1.98	      1.80	      4.17	      3.79	79.57	 5.042e-04	     -0.24	Gaussian	0.000000	0.000000
1065	0	  0.025375	  0.059757	     -1.00	   4651.82	   3738.94	      2.04	      1.77	      4.29	      3.73	65.09	 5.440e-04	     -0.24	Gaussian	0.000000	0.000000
1066	0	  0.025346	  0.056972	     -1.00	   3031.36	    312.88	      2.04	      1.86	      4.30	      3.90	42.76	 5.780e-04	     -0.24	Gaussian	0.000000	0.000000
1067	0	  0.025392	  0.045741	     -1.00	   3996.35	   4090.54	      2.59	      2.11	      5.44	      4.43	70.03	 9.141e-04	     -0.24	Gaussian	0.000000	0.000000
1068	0	  0.025687	  0.058298	     -1.00	   3345.31	   1661.88	      1.99	      1.86	      4.18	      3.91	86.79	 4.930e-04	     -0.24	Gaussian	0.000000	0.000000
1069	0	  0.025185	  0.030019	     -1.00	   1203.67	    688.33	      3.14	      3.13	      6.60	      6.58	73.51	 1.539e-03	     -0.24	Gaussian	0.000000	0.000000
1070	0	  0.025127	  0.045364	     -1.00	   1174.96	    710.25	      2.40	      1.98	      5.04	      4.17	19.23	 5.495e-04	     -0.24	Gaussian	0.000000	0.000000
1071	0	  0.025314	  0.055272	     -1.00	   2829.65	    171.71	      2.10	      1.86	      4.42	      3.90	42.64	 5.160e-04	     -0.24	Gaussian	0.000000	0.000000
1072	0	  0.024992	  0.041277	     -1.00	    414.77	   1982.45	      2.29	      2.28	      4.80	      4.80	46.36	 6.825e-04	     -0.24	Gaussian	0.000000	0.000000
1073	0	  0.025682	  0.057776	     -1.00	   4265.77	   2024.00	      2.00	      1.86	      4.21	      3.91	86.79	 5.483e-04	     -0.24	Gaussian	0.000000	0.000000
1074	0	  0.024827	  0.034182	     -1.00	   6340.77	   2159.38	      3.10	      2.98	      6.51	      6.27	76.61	 1.780e-03	     -0.24	Gaussian	0.000000	0.000000
1075	0	  0.025214	  0.054001	     -1.00	   5372.65	   3796.02	      1.83	      1.63	      3.86	      3.44	53.24	 1.192e-03	     -0.24	Gaussian	0.000000	0.000000
1076	0	  0.025250	  0.056787	     -1.00	   3864.92	    138.64	      2.04	      1.85	      4.29	      3.88	55.32	 5.325e-04	     -0.24	Gaussian	0.000000	0.000000
1077	0	  0.025578	  0.059417	     -1.00	   2769.28	    900.80	      1.95	      1.85	      4.11	      3.88	59.93	 4.858e-04	     -0.24	Gaussian	0.000000	0.000000
1078	0	  0.025001	  0.055762	     -1.00	   5669.82	    788.74	      2.13	      1.80	      4.47	      3.79	48.63	 5.951e-04	     -0.24	Gaussian	0.000000	0.000000
1079	0	  0.024840	  0.018066	     -1.00	    992.97	   1369.11	      4.52	      4.11	      9.50	      8.64	4.79	 1.945e-03	     -0.24	Gaussian	0.000000	0.000000
1080	0	  0.024434	  0.043814	     -1.00	   6265.67	    103.80	      2.63	      1.86	      5.52	      3.90	44.80	 6.731e-04	     -0.24	Gaussian	0.000000	0.000000
1081	0	  0.025626	  0.058631	     -1.00	   2257.97	   1857.95	      1.93	      1.89	      4.05	      3.96	88.50	 5.491e-04	     -0.24	Gaussian	0.000000	0.000000
1082	0	  0.025403	  0.047410	     -1.00	   1541.33	    818.60	      2.52	      2.27	      5.30	      4.76	40.81	 1.058e-03	     -0.24	Gaussian	0.000000	0.000000
1083	0	  0.025244	  0.055289	     -1.00	   5381.34	   2526.95	      2.08	      1.85	      4.37	      3.89	50.76	 5.215e-04	     -0.23	Gaussian	0.000000	0.000000
1084	0	  0.025140	  0.047997	     -1.00	   1767.85	    139.82	      2.33	      1.91	      4.89	      4.01	29.73	 5.897e-04	     -0.23	Gaussian	0.000000	0.000000
1085	0	  0.025407	  0.037402	     -1.00	   4537.17	   1434.19	      3.41	      2.62	      7.17	      5.50	67.08	 1.940e-03	     -0.23	Gaussian	0.000000	0.000000
1086	0	  0.025665	  0.059947	     -1.00	   2140.58	   2571.70	      1.92	      1.85	      4.03	      3.89	83.70	 4.879e-04	     -0.23	Gaussian	0.000000	0.000000
1087	0	  0.024736	  0.039641	     -1.00	   5753.70	    295.33	      3.37	      1.75	      7.09	      3.69	42.44	 1.149e-03	     -0.23	Gaussian	0.000000	0.000000
1088	0	  0.025599	  0.022676	     -1.00	   2549.02	   1004.61	      4.39	      2.74	      9.23	      5.76	32.64	 2.482e-03	     -0.23	Gaussian	0.000000	0.000000
1089	0	  0.025347	  0.048835	     -1.00	   1910.45	     26.95	      1.75	      1.70	      3.69	      3.58	40.46	 1.847e-03	     -0.23	Gaussian	0.000000	0.000000
1090	0	  0.025336	  0.052311	     -1.00	   2529.09	     89.36	      1.46	      1.37	      3.06	      2.89	83.38	 2.094e-03	     -0.23	Gaussian	0.000000	0.000000
1091	0	  0.024878	  0.038737	     -1.00	    114.53	   2118.72	      2.34	      2.34	      4.91	      4.91	57.85	 6.990e-04	     -0.23	Gaussian	0.000000	0.000000
1092	0	  0.024877	  0.038692	     -1.00	    451.64	    764.04	      2.34	      2.34	      4.91	      4.91	81.12	 6.688e-04	     -0.23	Gaussian	0.000000	0.000000
1093	0	  0.024790	  0.036170	     -1.00	     51.00	   2758.29	      2.57	      2.27	      5.41	      4.77	3.18	 6.461e-04	     -0.23	Gaussian	0.000000	0.000000
1094	0	  0.024910	  0.034057	     -1.00	    148.61	   3474.70	      2.63	      2.33	      5.53	      4.90	0.23	 7.243e-04	     -0.23	Gaussian	0.000000	0.000000
1095	0	  0.025482	  0.054665	     -1.00	   2590.63	   3852.72	      2.03	      1.88	      4.26	      3.95	-81.81	 5.020e-04	     -0.23	Gaussian	0.000000	0.000000
1096	0	  0.024664	  0.037003	     -1.00	    130.88	    649.62	      2.60	      2.17	      5.46	      4.56	1.10	 6.398e-04	     -0.23	Gaussian	0.000000	0.000000
1097	0	  0.025526	  0.030178	     -1.00	   3106.67	   3442.41	      3.51	      3.25	      7.38	      6.83	78.88	 2.192e-03	     -0.23	Gaussian	0.000000	0.000000
1098	0	  0.025612	  0.035414	     -1.00	   3227.54	   3785.16	      1.54	      1.35	      3.24	      2.84	64.82	 2.816e-03	     -0.23	Gaussian	0.000000	0.000000
1099	0	  0.025683	  0.057153	     -1.00	   2727.28	   1730.63	      1.96	      1.85	      4.11	      3.90	88.45	 5.103e-04	     -0.23	Gaussian	0.000000	0.000000
1100	0	  0.024402	  0.026293	     -1.00	   6268.94	    341.21	      3.16	      3.15	      6.64	      6.62	70.59	 1.591e-03	     -0.23	Gaussian	0.000000	0.000000
1101	0	  0.025516	  0.056195	     -1.00	   2637.17	    697.83	      2.00	      1.84	      4.19	      3.88	42.67	 4.946e-04	     -0.23	Gaussian	0.000000	0.000000
1102	0	  0.025530	  0.056206	     -1.00	   3465.13	   3908.93	      2.00	      1.84	      4.20	      3.87	80.99	 5.545e-04	     -0.23	Gaussian	0.000000	0.000000
1103	0	  0.025325	  0.055001	     -1.00	   3400.17	    323.05	      2.02	      1.85	      4.25	      3.88	51.34	 5.352e-04	     -0.23	Gaussian	0.000000	0.000000
1104	0	  0.024401	  0.021906	     -1.00	     67.13	    656.30	      4.29	      4.20	      9.02	      8.83	89.39	 1.793e-03	     -0.23	Gaussian	0.000000	0.000000
1105	0	  0.024885	  0.036532	     -1.00	   5674.51	   1109.19	      2.95	      2.02	      6.20	      4.25	-18.58	 1.398e-03	     -0.23	Gaussian	0.000000	0.000000
1106	0	  0.025239	  0.047503	     -1.00	   1074.78	   1470.76	      2.23	      1.94	      4.70	      4.07	14.84	 5.388e-04	     -0.23	Gaussian	0.000000	0.000000
1107	0	  0.025349	  0.029600	     -1.00	   2683.63	   4036.87	      3.43	      3.38	      7.21	      7.10	9.14	 2.389e-03	     -0.23	Gaussian	0.000000	0.000000
1108	0	  0.025104	  0.050855	     -1.00	   5571.77	   1369.61	      2.12	      1.89	      4.46	      3.98	48.12	 5.026e-04	     -0.23	Gaussian	0.000000	0.000000
1109	0	  0.025260	  0.026312	     -1.00	    703.53	   2548.50	      3.41	      3.37	      7.17	      7.09	80.24	 1.861e-03	     -0.23	Gaussian	0.000000	0.000000
1110	0	  0.025536	  0.035981	     -1.00	   2577.06	    471.18	      2.80	      2.67	      5.88	      5.61	-63.04	 1.751e-03	     -0.23	Gaussian	0.000000	0.000000
1111	0	  0.025616	  0.032182	     -1.00	   3012.58	   3103.29	      3.14	      2.46	      6.60	      5.17	62.28	 1.688e-03	     -0.22	Gaussian	0.000000	0.000000
1112	0	  0.025709	  0.055192	     -1.00	   3262.92	   1452.42	      1.91	      1.91	      4.02	      4.02	-18.47	 5.495e-04	     -0.22	Gaussian	0.000000	0.000000
1113	0	  0.025813	  0.029456	     -1.00	   3185.61	   2663.46	      3.31	      3.09	      6.96	      6.50	81.21	 1.882e-03	     -0.22	Gaussian	0.000000	0.000000
1114	0	  0.025441	  0.016600	     -1.00	   2972.51	   2018.22	      4.71	      2.57	      9.90	      5.40	84.18	 1.546e-03	     -0.22	Gaussian	0.000000	0.000000
1115	0	  0.025708	  0.049836	     -1.00	   3055.32	   3760.41	      2.11	      1.92	      4.43	      4.03	88.23	 8.713e-04	     -0.22	Gaussian	0.000000	0.000000
1116	0	  0.025292	  0.041889	     -1.00	   4398.37	    161.86	      1.86	      1.66	      3.91	      3.49	71.38	 2.152e-03	     -0.22	Gaussian	0.000000	0.000000
1117	0	  0.025567	  0.036702	     -1.00	   2512.62	   2982.01	      3.00	      2.60	      6.30	      5.47	89.10	 1.808e-03	     -0.22	Gaussian	0.000000	0.000000
1118	0	  0.024862	  0.023156	     -1.00	    291.87	   1725.09	      3.60	      3.36	      7.57	      7.06	80.83	 1.307e-03	     -0.22	Gaussian	0.000000	0.000000
1119	0	  0.025265	  0.029714	     -1.00	   4018.11	   1158.51	      3.29	      2.47	      6.92	      5.19	30.93	 1.437e-03	     -0.22	Gaussian	0.000000	0.000000
1120	0	  0.025286	  0.052780	     -1.00	   3104.92	    219.73	      2.05	      1.85	      4.31	      3.89	46.18	 5.198e-04	     -0.22	Gaussian	0.000000	0.000000
1121	0	  0.024633	  0.042956	     -1.00	   6318.54	    882.60	      2.42	      1.92	      5.10	      4.03	49.93	 5.586e-04	     -0.22	Gaussian	0.000000	0.000000
1122	0	  0.024717	  0.037791	     -1.00	   6307.17	   1914.20	      2.75	      2.12	      5.78	      4.46	45.15	 8.225e-04	     -0.22	Gaussian	0.000000	0.000000
1123	0	  0.024918	  0.020507	     -1.00	   5162.70	   1093.11	      3.93	      3.14	      8.27	      6.61	48.99	 1.820e-03	     -0.22	Gaussian	0.000000	0.000000
1124	0	  0.025663	  0.054270	     -1.00	   2643.96	   1076.47	      1.94	      1.88	      4.09	      3.96	66.35	 4.860e-04	     -0.22	Gaussian	0.000000	0.000000
1125	0	  0.025782	  0.054817	     -1.00	   4005.66	   2120.03	      1.98	      1.83	      4.17	      3.85	86.52	 5.869e-04	     -0.22	Gaussian	0.000000	0.000000
1126	0	  0.025640	  0.038013	     -1.00	   2673.54	   2963.20	      2.85	      2.32	      5.99	      4.88	18.87	 1.382e-03	     -0.22	Gaussian	0.000000	0.000000
1127	0	  0.025411	  0.023187	     -1.00	   2138.97	   1570.39	      3.54	      3.48	      7.43	      7.31	72.42	 2.098e-03	     -0.22	Gaussian	0.000000	0.000000
1128	0	  0.025455	  0.030956	     -1.00	   4445.56	   2536.49	      3.15	      2.02	      6.63	      4.26	33.41	 6.004e-04	     -0.22	Gaussian	0.000000	0.000000
1129	0	  0.025592	  0.054227	     -1.00	   2575.90	    929.96	      1.98	      1.84	      4.15	      3.88	50.02	 5.227e-04	     -0.22	Gaussian	0.000000	0.000000
1130	0	  0.025068	  0.035862	     -1.00	   4855.59	    460.09	      3.36	      2.63	      7.06	      5.52	79.48	 2.007e-03	     -0.22	Gaussian	0.000000	0.000000
1131	0	  0.024839	  0.032960	     -1.00	    403.57	   3878.10	      2.45	      2.45	      5.14	      5.14	-88.83	 5.844e-04	     -0.22	Gaussian	0.000000	0.000000
1132	0	  0.025260	  0.019301	     -1.00	   3930.49	   3392.32	      4.26	      2.54	      8.96	      5.33	77.60	 1.470e-03	     -0.22	Gaussian	0.000000	0.000000
1133	0	  0.025292	  0.045382	     -1.00	   1170.62	   2207.47	      2.24	      2.17	      4.72	      4.57	55.11	 6.349e-04	     -0.22	Gaussian	0.000000	0.000000
1134	0	  0.024915	  0.049801	     -1.00	   5637.30	    791.78	      2.15	      1.84	      4.52	      3.86	44.02	 5.766e-04	     -0.22	Gaussian	0.000000	0.000000
1135	0	  0.025089	  0.028693	     -1.00	   4929.85	    469.03	      1.73	      1.62	      3.63	      3.41	66.63	 2.787e-03	     -0.22	Gaussian	0.000000	0.000000
1136	0	  0.025045	  0.033820	     -1.00	   1713.25	    166.30	      2.83	      2.49	      5.95	      5.23	40.21	 1.003e-03	     -0.22	Gaussian	0.000000	0.000000
1137	0	  0.025168	  0.049598	     -1.00	   4293.91	    177.60	      2.14	      1.84	      4.50	      3.87	50.97	 4.903e-04	     -0.22	Gaussian	0.000000	0.000000
1138	0	  0.025706	  0.042816	     -1.00	   2835.53	   2277.39	      2.70	      2.12	      5.67	      4.47	40.35	 1.093e-03	     -0.22	Gaussian	0.000000	0.000000
1139	0	  0.025420	  0.025387	     -1.00	   2036.41	   1627.24	      4.02	      3.98	      8.46	      8.37	9.83	 2.923e-03	     -0.22	Gaussian	0.000000	0.000000
1140	0	  0.025648	  0.053696	     -1.00	   3526.23	   2909.78	      1.98	      1.84	      4.17	      3.86	78.29	 4.727e-04	     -0.22	Gaussian	0.000000	0.000000
1141	0	  0.025507	  0.027437	     -1.00	   4497.44	   2215.43	      3.08	      2.83	      6.48	      5.96	7.73	 1.176e-03	     -0.22	Gaussian	0.000000	0.000000
1142	0	  0.025551	  0.041169	     -1.00	   3695.29	   4035.41	      1.54	      1.30	      3.23	      2.73	76.21	 2.559e-03	     -0.22	Gaussian	0.000000	0.000000
1143	0	  0.025068	  0.035768	     -1.00	    490.26	    230.84	      2.57	      2.12	      5.40	      4.46	5.60	 1.296e-03	     -0.22	Gaussian	0.000000	0.000000
1144	0	  0.025606	  0.055083	     -1.00	   2731.00	   3307.66	      1.88	      1.88	      3.95	      3.95	41.97	 4.827e-04	     -0.22	Gaussian	0.000000	0.000000
1145	0	  0.025277	  0.049669	     -1.00	   3377.73	    124.66	      2.11	      1.86	      4.43	      3.92	49.18	 5.006e-04	     -0.22	Gaussian	0.000000	0.000000
1146	0	  0.025489	  0.047781	     -1.00	   1784.95	   4109.68	      2.02	      2.02	      4.24	      4.24	-85.43	 8.242e-04	     -0.22	Gaussian	0.000000	0.000000
1147	0	  0.024888	  0.038656	     -1.00	   1089.43	    203.78	      2.49	      2.02	      5.24	      4.25	16.59	 5.617e-04	     -0.22	Gaussian	0.000000	0.000000
1148	0	  0.025647	  0.053196	     -1.00	   3398.87	   3566.23	      2.02	      1.81	      4.24	      3.80	74.50	 4.762e-04	     -0.22	Gaussian	0.000000	0.000000
1149	0	  0.025610	  0.053719	     -1.00	   1932.82	   2229.65	      1.92	      1.88	      4.03	      3.96	59.73	 4.613e-04	     -0.22	Gaussian	0.000000	0.000000
1150	0	  0.025439	  0.047647	     -1.00	   4178.70	   3806.59	      1.80	      1.54	      3.79	      3.24	62.41	 1.380e-03	     -0.22	Gaussian	0.000000	0.000000
1151	0	  0.025611	  0.051402	     -1.00	   3408.19	   1528.05	      2.02	      1.87	      4.25	      3.93	76.34	 4.588e-04	     -0.22	Gaussian	0.000000	0.000000
1152	0	  0.025788	  0.052460	     -1.00	   3154.24	   2401.66	      2.00	      1.85	      4.20	      3.88	89.50	 4.846e-04	     -0.22	Gaussian	0.000000	0.000000
