# 2000 stars found using the following parameters:
# sigma=1.00 roundness=0.50 radius=5 relax=0 profile=0 minbeta=1.5 max_stars=2000 layer=0 minA=0.00 maxA=0.00 maxR=1.00
# star#	layer	B	A	beta	X	Y	FWHMx [px]	FWHMy [px]	FWHMx ["]	FWHMy ["]	angle	RMSE	mag	Profile	RA	Dec
1116	0	  0.025774	  0.053315	     -1.00	   3263.73	   2352.21	      2.40	      2.03	      5.04	      4.26	69.36	 6.888e-04	     -0.27	Gaussian	0.000000	0.000000
1117	0	  0.025480	  0.033981	     -1.00	   4445.51	   2536.46	      3.33	      2.18	      6.99	      4.59	43.12	 6.358e-04	     -0.27	Gaussian	0.000000	0.000000
1118	0	  0.024902	  0.041989	     -1.00	    722.36	   1195.19	      2.42	      2.42	      5.09	      5.08	74.41	 6.386e-04	     -0.27	Gaussian	0.000000	0.000000
1119	0	  0.025072	  0.051935	     -1.00	   2056.55	     44.00	      2.40	      1.98	      5.04	      4.15	33.11	 5.685e-04	     -0.27	Gaussian	0.000000	0.000000
1120	0	  0.024108	  0.027754	     -1.00	     49.27	     62.40	      3.53	      2.51	      7.41	      5.28	-1.83	 5.108e-04	     -0.27	Gaussian	0.000000	0.000000
1121	0	  0.024998	  0.048586	     -1.00	   5674.58	   1109.22	      2.23	      1.81	      4.69	      3.81	51.22	 1.010e-03	     -0.27	Gaussian	0.000000	0.000000
1122	0	  0.024521	  0.025432	     -1.00	     72.07	   3785.58	      3.53	      2.74	      7.41	      5.76	-38.78	 4.642e-04	     -0.27	Gaussian	0.000000	0.000000
1123	0	  0.024557	  0.038459	     -1.00	   6349.91	   3711.05	      3.19	      2.00	      6.71	      4.20	55.98	 4.948e-04	     -0.27	Gaussian	0.000000	0.000000
1124	0	  0.025238	  0.055572	     -1.00	   4593.43	    533.38	      2.41	      2.12	      5.06	      4.46	56.51	 7.379e-04	     -0.27	Gaussian	0.000000	0.000000
1125	0	  0.025427	  0.045797	     -1.00	   2670.57	    655.18	      3.68	      2.14	      7.74	      4.50	-68.75	 2.353e-03	     -0.27	Gaussian	0.000000	0.000000
1126	0	  0.025125	  0.049486	     -1.00	   4679.53	    533.33	      2.70	      1.99	      5.68	      4.18	35.75	 1.019e-03	     -0.27	Gaussian	0.000000	0.000000
1127	0	  0.025010	  0.022715	     -1.00	   1050.38	   3255.15	      4.11	      4.09	      8.63	      8.60	-87.50	 2.198e-03	     -0.27	Gaussian	0.000000	0.000000
1128	0	  0.024851	  0.045166	     -1.00	   5761.04	   3752.64	      2.88	      1.88	      6.05	      3.96	60.15	 4.996e-04	     -0.27	Gaussian	0.000000	0.000000
1129	0	  0.025091	  0.042021	     -1.00	   5503.21	   3066.19	      2.98	      2.04	      6.27	      4.28	52.43	 6.415e-04	     -0.26	Gaussian	0.000000	0.000000
1130	0	  0.025601	  0.038167	     -1.00	   2549.04	   1004.67	      3.11	      2.89	      6.53	      6.07	3.05	 1.965e-03	     -0.26	Gaussian	0.000000	0.000000
1131	0	  0.025335	  0.054659	     -1.00	   5191.61	   1991.89	      2.30	      1.94	      4.83	      4.07	69.15	 5.359e-04	     -0.26	Gaussian	0.000000	0.000000
1132	0	  0.025946	  0.053546	     -1.00	   3185.47	   2663.25	      2.59	      2.23	      5.43	      4.69	70.63	 1.203e-03	     -0.26	Gaussian	0.000000	0.000000
1133	0	  0.024279	  0.037524	     -1.00	   6373.51	    151.57	      3.09	      2.10	      6.48	      4.41	38.16	 5.497e-04	     -0.26	Gaussian	0.000000	0.000000
1134	0	  0.025311	  0.022910	     -1.00	   1913.44	   3925.33	      1.83	      1.81	      3.84	      3.80	86.65	 3.021e-03	     -0.26	Gaussian	0.000000	0.000000
1135	0	  0.024976	  0.034300	     -1.00	   1610.54	     79.33	      2.95	      2.90	      6.20	      6.10	78.41	 1.367e-03	     -0.26	Gaussian	0.000000	0.000000
1136	0	  0.025335	  0.024629	     -1.00	   3273.33	   1654.19	      4.41	      2.33	      9.26	      4.89	-86.53	 1.568e-03	     -0.26	Gaussian	0.000000	0.000000
1137	0	  0.024900	  0.050209	     -1.00	   5339.30	    296.63	      2.41	      2.00	      5.06	      4.20	45.00	 5.681e-04	     -0.26	Gaussian	0.000000	0.000000
1138	0	  0.025681	  0.059393	     -1.00	   3632.72	   1453.64	      2.14	      1.90	      4.51	      3.99	-88.83	 5.264e-04	     -0.26	Gaussian	0.000000	0.000000
1139	0	  0.025096	  0.051981	     -1.00	   5587.00	   3688.49	      2.28	      1.74	      4.80	      3.65	60.81	 8.951e-04	     -0.26	Gaussian	0.000000	0.000000
1140	0	  0.025794	  0.055568	     -1.00	   2481.12	   2031.47	      1.65	      1.65	      3.47	      3.47	-89.02	 2.365e-03	     -0.26	Gaussian	0.000000	0.000000
1141	0	  0.025145	  0.049861	     -1.00	   1774.61	    219.14	      2.42	      2.00	      5.09	      4.20	32.01	 6.639e-04	     -0.26	Gaussian	0.000000	0.000000
1142	0	  0.025220	  0.060250	     -1.00	   3727.71	     77.96	      2.00	      2.00	      4.21	      4.20	-87.67	 6.541e-04	     -0.26	Gaussian	0.000000	0.000000
1143	0	  0.024845	  0.035989	     -1.00	   5530.94	   1069.26	      3.52	      2.37	      7.40	      4.98	72.08	 1.591e-03	     -0.26	Gaussian	0.000000	0.000000
1144	0	  0.025203	  0.040807	     -1.00	   4936.41	   3569.09	      3.17	      2.60	      6.67	      5.46	35.43	 1.415e-03	     -0.26	Gaussian	0.000000	0.000000
1145	0	  0.025138	  0.054977	     -1.00	   2289.27	     65.89	      2.23	      1.96	      4.69	      4.11	48.52	 5.367e-04	     -0.26	Gaussian	0.000000	0.000000
1146	0	  0.025349	  0.040743	     -1.00	   1921.07	   3588.13	      2.99	      2.94	      6.28	      6.18	-5.43	 1.633e-03	     -0.26	Gaussian	0.000000	0.000000
1147	0	  0.025503	  0.025878	     -1.00	   2224.05	   1693.23	      3.72	      3.56	      7.82	      7.48	77.34	 2.449e-03	     -0.26	Gaussian	0.000000	0.000000
1148	0	  0.025397	  0.054857	     -1.00	   1818.66	   1138.17	      2.15	      2.03	      4.52	      4.26	46.63	 5.498e-04	     -0.26	Gaussian	0.000000	0.000000
1149	0	  0.025457	  0.056971	     -1.00	   4345.31	   1070.69	      2.16	      1.94	      4.53	      4.08	89.04	 5.633e-04	     -0.26	Gaussian	0.000000	0.000000
1150	0	  0.024981	  0.038057	     -1.00	    916.39	   3568.29	      2.67	      2.34	      5.61	      4.92	-45.21	 5.125e-04	     -0.26	Gaussian	0.000000	0.000000
1151	0	  0.025226	  0.049389	     -1.00	   4865.85	   3947.45	      2.63	      1.83	      5.52	      3.86	70.31	 4.767e-04	     -0.26	Gaussian	0.000000	0.000000
1152	0	  0.025274	  0.029873	     -1.00	   5131.88	   2484.13	      3.53	      3.50	      7.41	      7.36	78.50	 2.235e-03	     -0.26	Gaussian	0.000000	0.000000
1153	0	  0.025272	  0.045872	     -1.00	   1707.42	   3618.66	      2.49	      2.07	      5.24	      4.36	-70.80	 4.766e-04	     -0.26	Gaussian	0.000000	0.000000
1154	0	  0.025073	  0.041505	     -1.00	   1034.06	   3441.68	      2.60	      2.20	      5.47	      4.61	-43.93	 4.885e-04	     -0.26	Gaussian	0.000000	0.000000
1155	0	  0.025713	  0.051934	     -1.00	   2542.73	   2450.28	      1.93	      1.71	      4.05	      3.59	83.40	 1.241e-03	     -0.26	Gaussian	0.000000	0.000000
1156	0	  0.025504	  0.052890	     -1.00	   2322.65	   3539.60	      2.34	      1.91	      4.92	      4.01	-86.49	 4.755e-04	     -0.26	Gaussian	0.000000	0.000000
1157	0	  0.025160	  0.046876	     -1.00	   4892.96	   4055.12	      2.70	      1.87	      5.68	      3.92	68.88	 4.692e-04	     -0.26	Gaussian	0.000000	0.000000
1158	0	  0.024706	  0.047266	     -1.00	   5879.92	    536.66	      2.59	      1.93	      5.44	      4.05	41.88	 5.501e-04	     -0.26	Gaussian	0.000000	0.000000
1159	0	  0.025138	  0.049610	     -1.00	   4650.99	    227.30	      2.57	      2.53	      5.41	      5.31	-65.37	 1.462e-03	     -0.26	Gaussian	0.000000	0.000000
1160	0	  0.025285	  0.024118	     -1.00	   1755.25	    132.14	      3.89	      3.51	      8.18	      7.37	74.35	 2.672e-03	     -0.26	Gaussian	0.000000	0.000000
1161	0	  0.025810	  0.053467	     -1.00	   3586.76	   1814.56	      2.27	      1.94	      4.76	      4.08	-86.41	 5.212e-04	     -0.26	Gaussian	0.000000	0.000000
1162	0	  0.025769	  0.052190	     -1.00	   2802.53	   2337.26	      2.48	      2.29	      5.22	      4.82	82.92	 1.017e-03	     -0.26	Gaussian	0.000000	0.000000
1163	0	  0.025704	  0.053300	     -1.00	   3875.98	   2978.50	      2.62	      2.25	      5.50	      4.74	23.84	 1.567e-03	     -0.26	Gaussian	0.000000	0.000000
1164	0	  0.026015	  0.046862	     -1.00	   5166.49	   3539.67	      2.65	      1.88	      5.57	      3.96	63.70	 3.004e-03	     -0.26	Gaussian	0.000000	0.000000
1165	0	  0.025468	  0.043405	     -1.00	   2831.60	   3781.96	      2.66	      2.25	      5.59	      4.74	-65.28	 8.096e-04	     -0.26	Gaussian	0.000000	0.000000
1166	0	  0.025070	  0.042660	     -1.00	   1104.80	   1148.74	      2.42	      2.26	      5.08	      4.76	12.38	 5.067e-04	     -0.26	Gaussian	0.000000	0.000000
1167	0	  0.024361	  0.028449	     -1.00	    157.48	    428.41	      2.86	      2.86	      6.02	      6.01	70.16	 6.884e-04	     -0.26	Gaussian	0.000000	0.000000
1168	0	  0.025292	  0.047841	     -1.00	   1385.58	   1155.75	      2.25	      2.16	      4.73	      4.54	30.81	 5.855e-04	     -0.25	Gaussian	0.000000	0.000000
1169	0	  0.024540	  0.024960	     -1.00	    358.71	   4051.98	      3.32	      2.81	      6.98	      5.91	-44.81	 4.953e-04	     -0.25	Gaussian	0.000000	0.000000
1170	0	  0.025326	  0.048439	     -1.00	   2960.24	    489.13	      2.48	      2.12	      5.21	      4.45	66.61	 8.214e-04	     -0.25	Gaussian	0.000000	0.000000
1171	0	  0.024645	  0.029366	     -1.00	   6047.27	   3274.10	      3.80	      2.20	      7.98	      4.62	52.18	 8.298e-04	     -0.25	Gaussian	0.000000	0.000000
1172	0	  0.025809	  0.051870	     -1.00	   3087.95	   2733.45	      2.11	      2.11	      4.44	      4.44	-23.81	 7.198e-04	     -0.25	Gaussian	0.000000	0.000000
1173	0	  0.024929	  0.041271	     -1.00	   5411.36	   4170.71	      2.95	      1.90	      6.20	      4.00	62.27	 4.296e-04	     -0.25	Gaussian	0.000000	0.000000
1174	0	  0.024764	  0.033229	     -1.00	    268.04	   2194.68	      2.91	      2.39	      6.12	      5.02	-16.28	 5.016e-04	     -0.25	Gaussian	0.000000	0.000000
1175	0	  0.025404	  0.039768	     -1.00	   2818.69	    413.67	      1.81	      1.71	      3.80	      3.60	68.86	 2.480e-03	     -0.25	Gaussian	0.000000	0.000000
1176	0	  0.025345	  0.053181	     -1.00	   4995.03	   1592.49	      2.63	      2.59	      5.54	      5.45	32.34	 1.893e-03	     -0.25	Gaussian	0.000000	0.000000
1177	0	  0.025269	  0.052844	     -1.00	   1945.68	    513.57	      2.25	      1.94	      4.72	      4.08	35.90	 5.735e-04	     -0.25	Gaussian	0.000000	0.000000
1178	0	  0.025459	  0.052367	     -1.00	   4953.09	   2914.23	      2.00	      1.84	      4.21	      3.87	74.18	 9.898e-04	     -0.25	Gaussian	0.000000	0.000000
1179	0	  0.025509	  0.060620	     -1.00	   2373.06	    982.75	      2.04	      1.86	      4.28	      3.91	81.42	 5.711e-04	     -0.25	Gaussian	0.000000	0.000000
1180	0	  0.025408	  0.050213	     -1.00	   3924.12	    678.49	      2.50	      2.33	      5.25	      4.89	17.55	 1.248e-03	     -0.25	Gaussian	0.000000	0.000000
1181	0	  0.025300	  0.027754	     -1.00	   2752.94	    439.97	      1.79	      1.77	      3.76	      3.72	24.54	 3.232e-03	     -0.25	Gaussian	0.000000	0.000000
1182	0	  0.025588	  0.036130	     -1.00	   4090.87	   3320.82	      1.81	      1.65	      3.80	      3.46	74.46	 2.888e-03	     -0.25	Gaussian	0.000000	0.000000
1183	0	  0.025213	  0.052525	     -1.00	   3324.77	     88.40	      2.35	      2.05	      4.94	      4.31	54.55	 6.653e-04	     -0.25	Gaussian	0.000000	0.000000
1184	0	  0.024668	  0.027455	     -1.00	    623.16	   3951.01	      3.29	      3.06	      6.91	      6.43	-9.21	 6.986e-04	     -0.25	Gaussian	0.000000	0.000000
1185	0	  0.025638	  0.054411	     -1.00	   2629.94	   3245.85	      2.27	      1.86	      4.76	      3.90	-86.70	 5.105e-04	     -0.25	Gaussian	0.000000	0.000000
1186	0	  0.025333	  0.050878	     -1.00	   1412.16	   2831.83	      2.23	      2.02	      4.69	      4.24	-72.68	 4.697e-04	     -0.25	Gaussian	0.000000	0.000000
1187	0	  0.025258	  0.042049	     -1.00	   4855.45	    460.13	      1.69	      1.51	      3.55	      3.18	10.68	 2.578e-03	     -0.25	Gaussian	0.000000	0.000000
1188	0	  0.025725	  0.051846	     -1.00	   3069.30	   2375.72	      2.33	      1.90	      4.90	      3.98	-86.35	 4.844e-04	     -0.25	Gaussian	0.000000	0.000000
1189	0	  0.024814	  0.042887	     -1.00	   6319.01	   2502.84	      2.78	      1.92	      5.83	      4.04	49.23	 5.397e-04	     -0.25	Gaussian	0.000000	0.000000
1190	0	  0.025217	  0.025306	     -1.00	   3861.24	   3989.16	      4.24	      2.23	      8.90	      4.69	71.34	 1.201e-03	     -0.25	Gaussian	0.000000	0.000000
1191	0	  0.025005	  0.051647	     -1.00	   5248.06	    372.94	      2.32	      1.90	      4.88	      3.99	46.15	 5.810e-04	     -0.25	Gaussian	0.000000	0.000000
1192	0	  0.025597	  0.046055	     -1.00	   2416.80	   3072.36	      2.75	      2.32	      5.77	      4.88	66.53	 1.259e-03	     -0.25	Gaussian	0.000000	0.000000
1193	0	  0.025274	  0.047858	     -1.00	   1141.83	   2086.48	      2.18	      2.18	      4.59	      4.59	-75.49	 5.451e-04	     -0.25	Gaussian	0.000000	0.000000
1194	0	  0.025004	  0.050517	     -1.00	   5601.07	    869.75	      2.42	      1.86	      5.09	      3.91	43.09	 5.789e-04	     -0.25	Gaussian	0.000000	0.000000
1195	0	  0.025567	  0.050662	     -1.00	   3335.91	   3478.84	      2.36	      1.89	      4.97	      3.98	84.22	 4.532e-04	     -0.25	Gaussian	0.000000	0.000000
1196	0	  0.025019	  0.041393	     -1.00	    872.30	   1021.15	      2.34	      2.34	      4.91	      4.91	67.28	 7.105e-04	     -0.25	Gaussian	0.000000	0.000000
1197	0	  0.025302	  0.043561	     -1.00	   2287.78	   4199.60	      2.60	      2.00	      5.47	      4.21	-81.15	 4.967e-04	     -0.25	Gaussian	0.000000	0.000000
1198	0	  0.025377	  0.045414	     -1.00	   2082.01	   3872.47	      2.23	      2.23	      4.69	      4.69	-18.71	 6.708e-04	     -0.25	Gaussian	0.000000	0.000000
1199	0	  0.025015	  0.042884	     -1.00	    973.96	   1152.89	      2.47	      2.13	      5.20	      4.47	13.66	 5.526e-04	     -0.25	Gaussian	0.000000	0.000000
1200	0	  0.024734	  0.034997	     -1.00	    430.76	   1220.39	      2.54	      2.54	      5.34	      5.33	72.69	 7.113e-04	     -0.25	Gaussian	0.000000	0.000000
1201	0	  0.025364	  0.042103	     -1.00	   3695.24	   4035.24	      2.86	      2.01	      6.01	      4.23	66.22	 7.036e-04	     -0.25	Gaussian	0.000000	0.000000
1202	0	  0.025127	  0.025259	     -1.00	   3727.31	   4191.66	      4.32	      2.30	      9.08	      4.83	51.32	 1.310e-03	     -0.25	Gaussian	0.000000	0.000000
1203	0	  0.026815	  0.055043	     -1.00	   3191.06	   2220.78	      2.24	      1.82	      4.71	      3.82	-88.59	 4.537e-03	     -0.25	Gaussian	0.000000	0.000000
1204	0	  0.025589	  0.054577	     -1.00	   3110.30	   1364.66	      2.17	      1.90	      4.56	      3.99	-87.41	 4.721e-04	     -0.25	Gaussian	0.000000	0.000000
1205	0	  0.024698	  0.028677	     -1.00	    625.95	   3910.77	      3.13	      2.50	      6.59	      5.25	-43.56	 4.537e-04	     -0.25	Gaussian	0.000000	0.000000
1206	0	  0.025434	  0.037445	     -1.00	   4755.45	   3144.35	      2.47	      2.42	      5.20	      5.08	-59.19	 8.949e-04	     -0.25	Gaussian	0.000000	0.000000
1207	0	  0.025332	  0.049710	     -1.00	   4812.49	   1122.70	      2.28	      1.98	      4.78	      4.16	67.52	 5.028e-04	     -0.25	Gaussian	0.000000	0.000000
1208	0	  0.025062	  0.042285	     -1.00	    892.84	   2577.71	      2.43	      2.19	      5.10	      4.60	-32.88	 4.947e-04	     -0.25	Gaussian	0.000000	0.000000
1209	0	  0.024563	  0.029640	     -1.00	     33.13	   2648.32	      3.05	      2.49	      6.40	      5.23	-16.75	 5.740e-04	     -0.25	Gaussian	0.000000	0.000000
1210	0	  0.024895	  0.037115	     -1.00	    642.46	   1308.17	      2.46	      2.46	      5.16	      5.16	80.02	 6.157e-04	     -0.25	Gaussian	0.000000	0.000000
1211	0	  0.024445	  0.031430	     -1.00	   6059.07	    190.37	      1.96	      1.71	      4.13	      3.60	68.65	 1.868e-03	     -0.25	Gaussian	0.000000	0.000000
1212	0	  0.025364	  0.022845	     -1.00	   2635.14	    983.04	      4.01	      3.83	      8.44	      8.04	84.50	 2.489e-03	     -0.25	Gaussian	0.000000	0.000000
1213	0	  0.024783	  0.038450	     -1.00	   5820.80	   3997.96	      3.04	      1.92	      6.38	      4.03	60.97	 4.798e-04	     -0.25	Gaussian	0.000000	0.000000
1214	0	  0.026046	  0.039894	     -1.00	   2395.67	   1332.74	      1.68	      1.55	      3.54	      3.27	72.99	 3.333e-03	     -0.25	Gaussian	0.000000	0.000000
1215	0	  0.025652	  0.047892	     -1.00	   3378.45	   3322.57	      2.41	      1.93	      5.07	      4.06	84.78	 4.653e-04	     -0.25	Gaussian	0.000000	0.000000
1216	0	  0.024937	  0.044550	     -1.00	   1849.13	     51.68	      2.48	      2.02	      5.21	      4.25	29.10	 5.410e-04	     -0.25	Gaussian	0.000000	0.000000
1217	0	  0.025287	  0.053191	     -1.00	   4825.15	   3982.77	      2.10	      1.82	      4.41	      3.83	78.49	 1.097e-03	     -0.25	Gaussian	0.000000	0.000000
1218	0	  0.025428	  0.056089	     -1.00	   3452.00	    797.95	      2.17	      1.83	      4.56	      3.85	88.87	 5.001e-04	     -0.24	Gaussian	0.000000	0.000000
1219	0	  0.025607	  0.052300	     -1.00	   2943.32	   1394.57	      2.24	      1.91	      4.70	      4.01	-88.92	 5.023e-04	     -0.24	Gaussian	0.000000	0.000000
1220	0	  0.025515	  0.052916	     -1.00	   3931.83	   1152.94	      2.20	      1.91	      4.63	      4.02	88.52	 5.219e-04	     -0.24	Gaussian	0.000000	0.000000
1221	0	  0.025388	  0.041607	     -1.00	   2306.17	   4243.59	      2.31	      2.31	      4.85	      4.85	3.04	 8.841e-04	     -0.24	Gaussian	0.000000	0.000000
1222	0	  0.025024	  0.045889	     -1.00	   1352.10	    636.51	      2.42	      2.00	      5.09	      4.20	23.06	 5.278e-04	     -0.24	Gaussian	0.000000	0.000000
1223	0	  0.024613	  0.025917	     -1.00	    272.60	   3578.87	      3.25	      2.63	      6.83	      5.53	-36.67	 4.681e-04	     -0.24	Gaussian	0.000000	0.000000
1224	0	  0.025480	  0.048118	     -1.00	   4686.80	   3491.36	      2.37	      1.93	      4.98	      4.06	74.51	 5.464e-04	     -0.24	Gaussian	0.000000	0.000000
1225	0	  0.024736	  0.027503	     -1.00	   1005.18	    380.39	      3.40	      3.37	      7.14	      7.09	82.17	 1.293e-03	     -0.24	Gaussian	0.000000	0.000000
1226	0	  0.025616	  0.050814	     -1.00	   2834.96	   3262.36	      2.09	      2.09	      4.39	      4.39	-28.96	 6.683e-04	     -0.24	Gaussian	0.000000	0.000000
1227	0	  0.025433	  0.056788	     -1.00	   2566.15	    540.87	      2.08	      1.87	      4.37	      3.93	58.51	 5.448e-04	     -0.24	Gaussian	0.000000	0.000000
1228	0	  0.024660	  0.033384	     -1.00	    330.10	   1142.93	      2.57	      2.57	      5.40	      5.40	76.32	 6.314e-04	     -0.24	Gaussian	0.000000	0.000000
1229	0	  0.025328	  0.043525	     -1.00	   1227.93	    596.69	      2.47	      2.04	      5.19	      4.29	18.79	 1.874e-03	     -0.24	Gaussian	0.000000	0.000000
1230	0	  0.025415	  0.030202	     -1.00	   3247.22	   3485.44	      3.50	      2.19	      7.36	      4.61	89.64	 1.099e-03	     -0.24	Gaussian	0.000000	0.000000
1231	0	  0.024842	  0.041561	     -1.00	   6307.23	   1914.32	      2.27	      1.78	      4.77	      3.74	46.60	 9.976e-04	     -0.24	Gaussian	0.000000	0.000000
1232	0	  0.024936	  0.022007	     -1.00	    772.09	   1634.91	      3.57	      3.45	      7.50	      7.26	1.47	 1.277e-03	     -0.24	Gaussian	0.000000	0.000000
1233	0	  0.025521	  0.049539	     -1.00	   2040.69	   2621.88	      2.28	      1.94	      4.80	      4.08	-87.40	 4.630e-04	     -0.24	Gaussian	0.000000	0.000000
1234	0	  0.025229	  0.030750	     -1.00	    466.41	   3695.16	      2.93	      2.44	      6.15	      5.12	-39.05	 2.030e-03	     -0.24	Gaussian	0.000000	0.000000
1235	0	  0.025186	  0.043178	     -1.00	   1288.63	   1434.33	      2.57	      2.44	      5.40	      5.14	24.90	 8.628e-04	     -0.24	Gaussian	0.000000	0.000000
1236	0	  0.025315	  0.046149	     -1.00	   1297.47	   1366.85	      2.29	      2.07	      4.82	      4.36	17.47	 5.659e-04	     -0.24	Gaussian	0.000000	0.000000
1237	0	  0.025264	  0.024650	     -1.00	   1793.94	    911.86	      1.73	      1.71	      3.64	      3.59	68.79	 2.845e-03	     -0.24	Gaussian	0.000000	0.000000
1238	0	  0.025401	  0.055546	     -1.00	   3252.94	    593.78	      2.09	      1.88	      4.39	      3.95	71.07	 4.958e-04	     -0.24	Gaussian	0.000000	0.000000
1239	0	  0.025308	  0.051869	     -1.00	   3829.75	    310.77	      2.14	      1.95	      4.50	      4.10	84.88	 5.528e-04	     -0.24	Gaussian	0.000000	0.000000
1240	0	  0.025583	  0.024629	     -1.00	   3975.90	   1185.98	      1.79	      1.77	      3.76	      3.73	19.07	 3.144e-03	     -0.24	Gaussian	0.000000	0.000000
1241	0	  0.025597	  0.049140	     -1.00	   3179.61	   1441.55	      2.29	      1.92	      4.82	      4.04	-85.80	 4.539e-04	     -0.24	Gaussian	0.000000	0.000000
1242	0	  0.024974	  0.040608	     -1.00	    861.03	   2370.53	      2.44	      2.19	      5.12	      4.61	-25.76	 4.567e-04	     -0.24	Gaussian	0.000000	0.000000
1243	0	  0.025171	  0.043563	     -1.00	   1255.35	    873.90	      2.41	      2.07	      5.08	      4.34	19.01	 6.149e-04	     -0.24	Gaussian	0.000000	0.000000
1244	0	  0.025440	  0.034643	     -1.00	   4432.68	   1580.60	      3.61	      3.53	      7.59	      7.42	9.24	 2.885e-03	     -0.24	Gaussian	0.000000	0.000000
1245	0	  0.025281	  0.050517	     -1.00	   2241.94	    454.48	      2.10	      2.04	      4.42	      4.28	63.25	 5.500e-04	     -0.24	Gaussian	0.000000	0.000000
1246	0	  0.025086	  0.042855	     -1.00	   4777.85	   4166.81	      2.74	      1.84	      5.75	      3.88	70.33	 4.209e-04	     -0.24	Gaussian	0.000000	0.000000
1247	0	  0.025125	  0.042497	     -1.00	   1245.55	   1022.88	      2.34	      2.18	      4.92	      4.58	21.18	 4.767e-04	     -0.24	Gaussian	0.000000	0.000000
1248	0	  0.024661	  0.034709	     -1.00	   6368.39	   1271.19	      3.31	      3.22	      6.95	      6.76	70.04	 1.659e-03	     -0.24	Gaussian	0.000000	0.000000
1249	0	  0.025638	  0.050029	     -1.00	   3619.93	   1396.49	      2.08	      2.08	      4.36	      4.36	1.55	 6.077e-04	     -0.24	Gaussian	0.000000	0.000000
1250	0	  0.024653	  0.027254	     -1.00	    117.44	   3015.45	      3.19	      2.49	      6.70	      5.24	-31.33	 4.739e-04	     -0.24	Gaussian	0.000000	0.000000
1251	0	  0.025198	  0.030740	     -1.00	   1595.64	   3901.59	      1.82	      1.67	      3.83	      3.52	-88.59	 2.038e-03	     -0.24	Gaussian	0.000000	0.000000
1252	0	  0.024911	  0.041936	     -1.00	   1518.49	    265.76	      2.50	      2.05	      5.26	      4.32	25.77	 4.889e-04	     -0.24	Gaussian	0.000000	0.000000
1253	0	  0.025228	  0.039877	     -1.00	   5161.81	   3199.01	      2.76	      1.95	      5.80	      4.11	54.51	 5.576e-04	     -0.24	Gaussian	0.000000	0.000000
1254	0	  0.024909	  0.039000	     -1.00	   6111.71	   1587.30	      2.83	      2.12	      5.95	      4.46	44.34	 7.134e-04	     -0.24	Gaussian	0.000000	0.000000
1255	0	  0.025332	  0.045177	     -1.00	   1549.74	   3183.31	      2.35	      2.02	      4.94	      4.25	-69.77	 4.538e-04	     -0.24	Gaussian	0.000000	0.000000
1256	0	  0.025344	  0.042570	     -1.00	   4705.39	   1384.16	      2.80	      2.37	      5.89	      4.98	52.38	 1.081e-03	     -0.24	Gaussian	0.000000	0.000000
1257	0	  0.025085	  0.043600	     -1.00	   1074.87	   1470.72	      2.34	      2.10	      4.92	      4.42	8.98	 5.014e-04	     -0.24	Gaussian	0.000000	0.000000
1258	0	  0.025644	  0.052659	     -1.00	   2621.79	   1028.67	      2.12	      1.92	      4.45	      4.04	-88.55	 6.659e-04	     -0.24	Gaussian	0.000000	0.000000
1259	0	  0.024620	  0.030819	     -1.00	    451.72	    764.06	      2.63	      2.63	      5.53	      5.53	72.05	 6.720e-04	     -0.24	Gaussian	0.000000	0.000000
1260	0	  0.024794	  0.032330	     -1.00	    269.69	   2053.12	      2.57	      2.57	      5.40	      5.40	-81.93	 6.107e-04	     -0.24	Gaussian	0.000000	0.000000
1261	0	  0.025224	  0.049615	     -1.00	   5358.88	   1796.55	      2.27	      1.89	      4.77	      3.97	61.38	 4.960e-04	     -0.24	Gaussian	0.000000	0.000000
1262	0	  0.024816	  0.039951	     -1.00	   5980.81	   3340.66	      2.84	      1.88	      5.97	      3.95	55.44	 4.510e-04	     -0.24	Gaussian	0.000000	0.000000
1263	0	  0.025538	  0.036507	     -1.00	   3366.29	   3196.24	      3.30	      2.45	      6.93	      5.15	65.07	 1.408e-03	     -0.24	Gaussian	0.000000	0.000000
1264	0	  0.024649	  0.035370	     -1.00	   6047.23	    709.26	      3.20	      2.57	      6.73	      5.41	-10.04	 1.396e-03	     -0.24	Gaussian	0.000000	0.000000
1265	0	  0.025216	  0.022397	     -1.00	   1198.04	   2355.78	      1.85	      1.85	      3.90	      3.89	75.86	 2.688e-03	     -0.23	Gaussian	0.000000	0.000000
1266	0	  0.025042	  0.038580	     -1.00	   5001.72	   4228.74	      2.86	      1.93	      6.01	      4.06	67.52	 3.800e-04	     -0.23	Gaussian	0.000000	0.000000
1267	0	  0.024477	  0.025530	     -1.00	   6296.94	    515.63	      3.54	      3.19	      7.44	      6.70	12.11	 1.298e-03	     -0.23	Gaussian	0.000000	0.000000
1268	0	  0.025832	  0.023039	     -1.00	   4071.92	   2919.96	      1.86	      1.85	      3.91	      3.88	19.85	 3.147e-03	     -0.23	Gaussian	0.000000	0.000000
1269	0	  0.025823	  0.044740	     -1.00	   4080.56	   2272.98	      1.82	      1.50	      3.82	      3.15	30.30	 2.249e-03	     -0.23	Gaussian	0.000000	0.000000
1270	0	  0.025001	  0.026372	     -1.00	   4034.40	    373.05	      3.60	      2.73	      7.58	      5.73	79.64	 1.525e-03	     -0.23	Gaussian	0.000000	0.000000
