# 2000 stars found using the following parameters:
# sigma=1.00 roundness=0.50 radius=5 relax=0 profile=0 minbeta=1.5 max_stars=2000 layer=0 minA=0.00 maxA=0.00 maxR=1.00
# star#	layer	B	A	beta	X	Y	FWHMx [px]	FWHMy [px]	FWHMx ["]	FWHMy ["]	angle	RMSE	mag	Profile	RA	Dec
1	0	  0.043242	  1.344111	     -1.00	   3325.37	   2371.65	      6.60	      6.02	     13.88	     12.66	43.33	 2.114e-02	     -4.45	Gaussian	0.000000	0.000000
2	0	  0.044631	  1.141612	     -1.00	   1189.80	   3061.69	      6.18	      5.43	     13.00	     11.41	11.39	 2.196e-02	     -4.14	Gaussian	0.000000	0.000000
3	0	  0.046001	  1.232345	     -1.00	   2019.81	   3347.66	      5.52	      5.16	     11.60	     10.84	25.41	 2.264e-02	     -4.02	Gaussian	0.000000	0.000000
4	0	  0.049854	  1.277370	     -1.00	   2345.79	    228.76	      5.83	      4.77	     12.26	     10.03	38.55	 2.559e-02	     -4.01	Gaussian	0.000000	0.000000
5	0	  0.045982	  1.430398	     -1.00	   2704.12	   3418.74	      4.59	      4.43	      9.66	      9.31	70.14	 2.175e-02	     -3.77	Gaussian	0.000000	0.000000
6	0	  0.038984	  1.301293	     -1.00	   3295.45	   2025.30	      3.56	      3.34	      7.49	      7.03	79.90	 1.635e-02	     -3.14	Gaussian	0.000000	0.000000
7	0	  0.040856	  1.440387	     -1.00	   3246.05	    917.07	      3.10	      2.87	      6.53	      6.03	57.88	 1.685e-02	     -2.90	Gaussian	0.000000	0.000000
8	0	  0.038022	  1.285940	     -1.00	   3072.41	   1916.63	      3.04	      2.82	      6.38	      5.93	83.72	 1.425e-02	     -2.80	Gaussian	0.000000	0.000000
9	0	  0.037426	  1.211595	     -1.00	   3210.72	   2099.70	      3.16	      2.80	      6.65	      5.89	84.76	 1.439e-02	     -2.78	Gaussian	0.000000	0.000000
10	0	  0.036384	  1.134634	     -1.00	   3410.95	   2266.02	      3.18	      2.90	      6.69	      6.10	87.82	 1.326e-02	     -2.77	Gaussian	0.000000	0.000000
11	0	  0.040802	  1.187255	     -1.00	    881.03	   1000.66	      3.01	      2.66	      6.33	      5.58	21.15	 1.602e-02	     -2.65	Gaussian	0.000000	0.000000
12	0	  0.024969	  0.958869	     -1.00	   3543.96	      9.28	      3.02	      3.02	      6.35	      6.35	86.31	 6.373e-02	     -2.64	Gaussian	0.000000	0.000000
13	0	  0.039893	  1.168694	     -1.00	    973.62	    902.39	      2.98	      2.59	      6.27	      5.45	21.76	 1.575e-02	     -2.61	Gaussian	0.000000	0.000000
14	0	  0.041314	  1.091104	     -1.00	    186.41	   3043.35	      2.80	      2.80	      5.88	      5.88	72.42	 1.813e-02	     -2.56	Gaussian	0.000000	0.000000
15	0	  0.035279	  1.191291	     -1.00	   2872.66	   2916.87	      2.75	      2.48	      5.78	      5.22	82.10	 1.186e-02	     -2.50	Gaussian	0.000000	0.000000
16	0	  0.034765	  1.127671	     -1.00	   5086.87	   3257.17	      2.65	      2.39	      5.56	      5.03	66.64	 1.180e-02	     -2.39	Gaussian	0.000000	0.000000
17	0	  0.034967	  1.130004	     -1.00	   2059.77	   1580.94	      2.54	      2.39	      5.35	      5.02	68.46	 1.221e-02	     -2.35	Gaussian	0.000000	0.000000
18	0	  0.038052	  0.905612	     -1.00	    279.32	   3784.64	      2.80	      2.60	      5.89	      5.47	12.88	 1.450e-02	     -2.33	Gaussian	0.000000	0.000000
19	0	  0.033191	  1.048053	     -1.00	   3533.75	   2580.97	      2.61	      2.38	      5.49	      4.99	-89.43	 1.001e-02	     -2.32	Gaussian	0.000000	0.000000
20	0	  0.047696	  1.072406	     -1.00	    893.97	   1015.15	      2.57	      2.27	      5.39	      4.78	22.93	 3.313e-02	     -2.27	Gaussian	0.000000	0.000000
21	0	  0.035832	  1.020231	     -1.00	    835.32	   2876.71	      2.46	      2.46	      5.18	      5.18	86.44	 1.258e-02	     -2.26	Gaussian	0.000000	0.000000
22	0	  0.035932	  0.786105	     -1.00	   1208.50	    986.39	      2.01	      1.94	      4.23	      4.07	82.49	 4.499e-02	     -2.23	Gaussian	0.000000	0.000000
23	0	  0.035459	  0.961015	     -1.00	    574.12	    781.92	      2.43	      2.27	      5.11	      4.77	6.65	 1.537e-02	     -2.22	Gaussian	0.000000	0.000000
24	0	  0.036279	  0.911888	     -1.00	    422.42	    840.58	      2.71	      2.36	      5.69	      4.97	19.57	 1.303e-02	     -2.20	Gaussian	0.000000	0.000000
25	0	  0.034409	  1.061312	     -1.00	   2883.99	   2078.41	      2.32	      2.32	      4.87	      4.87	0.95	 1.197e-02	     -2.18	Gaussian	0.000000	0.000000
26	0	  0.035613	  1.014044	     -1.00	   5365.83	    897.54	      2.50	      2.20	      5.26	      4.62	55.82	 1.122e-02	     -2.16	Gaussian	0.000000	0.000000
27	0	  0.033865	  1.025620	     -1.00	   5536.32	   3721.70	      2.48	      2.17	      5.22	      4.55	65.29	 1.085e-02	     -2.15	Gaussian	0.000000	0.000000
28	0	  0.034402	  1.061562	     -1.00	   3235.53	   3633.60	      2.41	      2.16	      5.06	      4.55	85.70	 1.025e-02	     -2.14	Gaussian	0.000000	0.000000
29	0	  0.034267	  0.967801	     -1.00	    836.54	   2206.87	      2.47	      2.27	      5.20	      4.76	15.61	 1.131e-02	     -2.13	Gaussian	0.000000	0.000000
30	0	  0.036490	  0.873269	     -1.00	    349.74	   2897.81	      2.52	      2.34	      5.29	      4.92	11.03	 1.275e-02	     -2.09	Gaussian	0.000000	0.000000
31	0	  0.033649	  0.960964	     -1.00	   2162.55	   2761.43	      2.38	      2.20	      5.00	      4.63	82.39	 9.652e-03	     -2.07	Gaussian	0.000000	0.000000
32	0	  0.031994	  1.019583	     -1.00	   3365.62	   2021.99	      2.28	      2.09	      4.80	      4.38	82.66	 9.280e-03	     -2.03	Gaussian	0.000000	0.000000
33	0	  0.033361	  1.017746	     -1.00	   3092.62	   3014.10	      2.26	      2.10	      4.76	      4.42	89.83	 9.825e-03	     -2.03	Gaussian	0.000000	0.000000
34	0	  0.034388	  0.960374	     -1.00	   5963.83	   2596.32	      2.39	      2.07	      5.03	      4.35	61.36	 1.064e-02	     -2.01	Gaussian	0.000000	0.000000
35	0	  0.032353	  0.620254	     -1.00	   1776.73	   1753.18	      3.26	      3.25	      6.85	      6.84	82.18	 3.278e-02	     -2.00	Gaussian	0.000000	0.000000
36	0	  0.032000	  0.821171	     -1.00	   3428.54	   3274.10	      2.81	      2.37	      5.90	      4.98	-35.90	 2.164e-02	     -1.99	Gaussian	0.000000	0.000000
37	0	  0.032983	  0.885791	     -1.00	   2385.80	   2345.80	      2.46	      2.13	      5.16	      4.47	64.30	 1.520e-02	     -1.99	Gaussian	0.000000	0.000000
38	0	  0.034576	  0.749106	     -1.00	     69.19	   2036.56	      2.48	      2.48	      5.21	      5.21	60.58	 1.169e-02	     -1.98	Gaussian	0.000000	0.000000
39	0	  0.033267	  0.902690	     -1.00	   3207.82	   2164.32	      2.78	      2.47	      5.84	      5.19	72.80	 2.346e-02	     -1.97	Gaussian	0.000000	0.000000
40	0	  0.033109	  0.960514	     -1.00	   2276.83	   2523.91	      2.20	      2.06	      4.63	      4.33	79.59	 9.556e-03	     -1.94	Gaussian	0.000000	0.000000
41	0	  0.031790	  0.422371	     -1.00	   1398.08	   1510.58	      1.96	      1.96	      4.11	      4.11	74.83	 4.580e-02	     -1.93	Gaussian	0.000000	0.000000
42	0	  0.030901	  0.729366	     -1.00	   4056.52	   1627.10	      2.98	      2.62	      6.27	      5.51	-35.85	 2.546e-02	     -1.90	Gaussian	0.000000	0.000000
43	0	  0.034830	  0.425534	     -1.00	   2250.07	   3526.19	      3.93	      3.55	      8.26	      7.46	79.10	 4.145e-02	     -1.90	Gaussian	0.000000	0.000000
44	0	  0.032694	  0.862071	     -1.00	   3362.73	   3726.42	      2.29	      2.10	      4.81	      4.42	83.92	 8.340e-03	     -1.89	Gaussian	0.000000	0.000000
45	0	  0.030255	  0.409950	     -1.00	   3068.47	   2116.04	      4.77	      4.74	     10.02	      9.96	88.56	 5.766e-02	     -1.88	Gaussian	0.000000	0.000000
46	0	  0.029741	  0.534204	     -1.00	   3664.41	   2718.62	      3.32	      3.27	      6.98	      6.88	8.67	 3.074e-02	     -1.87	Gaussian	0.000000	0.000000
47	0	  0.030000	  0.386610	     -1.00	   4844.03	   3218.48	      4.74	      4.74	      9.96	      9.96	2.58	 4.842e-02	     -1.85	Gaussian	0.000000	0.000000
48	0	  0.033484	  0.607909	     -1.00	     26.34	   3816.82	      2.63	      2.44	      5.52	      5.12	19.05	 8.978e-03	     -1.83	Gaussian	0.000000	0.000000
49	0	  0.031139	  0.708920	     -1.00	   2700.18	   3221.07	      2.94	      2.63	      6.19	      5.53	68.54	 2.483e-02	     -1.83	Gaussian	0.000000	0.000000
50	0	  0.032267	  0.622193	     -1.00	    486.70	    680.50	      2.64	      2.32	      5.54	      4.88	20.83	 8.662e-03	     -1.81	Gaussian	0.000000	0.000000
51	0	  0.030393	  0.557714	     -1.00	   6319.52	   2326.19	      2.88	      2.70	      6.06	      5.68	80.49	 1.568e-02	     -1.80	Gaussian	0.000000	0.000000
52	0	  0.031845	  0.719928	     -1.00	   5201.36	   1063.19	      1.97	      1.75	      4.14	      3.67	48.68	 2.191e-02	     -1.80	Gaussian	0.000000	0.000000
53	0	  0.032506	  0.802766	     -1.00	   1700.26	   2243.66	      2.22	      2.11	      4.66	      4.43	56.34	 8.395e-03	     -1.80	Gaussian	0.000000	0.000000
54	0	  0.031711	  0.693420	     -1.00	   1450.38	    309.03	      2.51	      2.14	      5.27	      4.50	32.93	 8.695e-03	     -1.79	Gaussian	0.000000	0.000000
55	0	  0.032207	  0.822760	     -1.00	   2139.92	   3181.91	      2.18	      2.05	      4.58	      4.32	82.63	 8.172e-03	     -1.79	Gaussian	0.000000	0.000000
56	0	  0.032947	  0.728236	     -1.00	   5902.70	    194.08	      2.55	      2.47	      5.36	      5.19	-81.27	 1.345e-02	     -1.78	Gaussian	0.000000	0.000000
57	0	  0.029868	  0.465335	     -1.00	   2901.94	   3395.01	      2.99	      2.98	      6.28	      6.27	-51.41	 2.456e-02	     -1.76	Gaussian	0.000000	0.000000
58	0	  0.030798	  0.733534	     -1.00	   5434.28	   3675.81	      2.34	      2.07	      4.92	      4.36	66.17	 7.377e-03	     -1.76	Gaussian	0.000000	0.000000
59	0	  0.032263	  0.651108	     -1.00	   1884.41	   1754.25	      1.87	      1.68	      3.94	      3.52	72.94	 2.664e-02	     -1.75	Gaussian	0.000000	0.000000
60	0	  0.030829	  0.701471	     -1.00	   6330.01	   1829.72	      2.41	      2.07	      5.07	      4.36	58.59	 8.012e-03	     -1.74	Gaussian	0.000000	0.000000
61	0	  0.031413	  0.757263	     -1.00	   2993.21	   2026.00	      2.23	      2.02	      4.69	      4.25	82.65	 7.988e-03	     -1.72	Gaussian	0.000000	0.000000
62	0	  0.031029	  0.651123	     -1.00	   1453.87	    806.79	      2.44	      2.14	      5.13	      4.50	32.11	 7.560e-03	     -1.72	Gaussian	0.000000	0.000000
63	0	  0.027172	  0.469323	     -1.00	   4070.03	   3487.36	      3.35	      2.29	      7.04	      4.81	24.95	 1.803e-02	     -1.70	Gaussian	0.000000	0.000000
64	0	  0.030835	  0.542092	     -1.00	   5667.22	   3726.39	      3.73	      3.68	      7.85	      7.74	7.59	 3.764e-02	     -1.70	Gaussian	0.000000	0.000000
65	0	  0.031670	  0.526705	     -1.00	    257.65	   1005.28	      2.51	      2.51	      5.28	      5.28	62.50	 8.782e-03	     -1.69	Gaussian	0.000000	0.000000
66	0	  0.030532	  0.598668	     -1.00	    972.72	   2198.25	      2.38	      2.33	      5.00	      4.90	-67.87	 7.887e-03	     -1.66	Gaussian	0.000000	0.000000
67	0	  0.024561	  0.238179	     -1.00	   3146.25	     33.21	      4.70	      2.79	      9.88	      5.87	68.62	 1.864e-02	     -1.66	Gaussian	0.000000	0.000000
68	0	  0.030033	  0.592107	     -1.00	   3349.41	   2131.57	      2.49	      2.11	      5.24	      4.43	-78.86	 5.826e-03	     -1.64	Gaussian	0.000000	0.000000
69	0	  0.030665	  0.679120	     -1.00	   2116.08	   1827.93	      2.20	      2.05	      4.62	      4.31	79.37	 7.137e-03	     -1.63	Gaussian	0.000000	0.000000
70	0	  0.031133	  0.591155	     -1.00	   4842.82	   2505.24	      3.27	      2.68	      6.87	      5.64	-83.88	 2.629e-02	     -1.62	Gaussian	0.000000	0.000000
71	0	  0.030467	  0.646946	     -1.00	   3115.78	   2276.50	      2.26	      2.07	      4.75	      4.36	88.16	 6.485e-03	     -1.62	Gaussian	0.000000	0.000000
72	0	  0.031038	  0.631123	     -1.00	   1615.62	   3248.66	      2.24	      2.14	      4.70	      4.50	-88.38	 6.854e-03	     -1.62	Gaussian	0.000000	0.000000
73	0	  0.030290	  0.652957	     -1.00	   3675.80	   3078.56	      2.24	      2.06	      4.70	      4.33	89.47	 6.404e-03	     -1.61	Gaussian	0.000000	0.000000
74	0	  0.030554	  0.648910	     -1.00	   2481.58	   1579.83	      2.21	      2.07	      4.64	      4.34	73.88	 6.568e-03	     -1.60	Gaussian	0.000000	0.000000
75	0	  0.030512	  0.611434	     -1.00	   3050.63	   3993.63	      2.30	      2.10	      4.83	      4.41	83.37	 5.884e-03	     -1.59	Gaussian	0.000000	0.000000
76	0	  0.030918	  0.487450	     -1.00	    195.79	   1128.42	      2.60	      2.33	      5.47	      4.89	17.00	 7.144e-03	     -1.59	Gaussian	0.000000	0.000000
77	0	  0.032789	  0.477386	     -1.00	    637.41	   4083.79	      2.48	      2.48	      5.22	      5.22	-73.03	 9.016e-03	     -1.59	Gaussian	0.000000	0.000000
78	0	  0.030467	  0.634764	     -1.00	   3300.84	   2325.24	      2.35	      2.17	      4.94	      4.57	74.61	 8.004e-03	     -1.59	Gaussian	0.000000	0.000000
79	0	  0.030795	  0.623219	     -1.00	   2320.80	   4023.76	      2.22	      2.08	      4.67	      4.38	87.49	 6.358e-03	     -1.58	Gaussian	0.000000	0.000000
80	0	  0.030756	  0.569753	     -1.00	   1431.36	   1578.69	      2.36	      2.14	      4.96	      4.50	29.63	 6.582e-03	     -1.58	Gaussian	0.000000	0.000000
81	0	  0.030768	  0.539409	     -1.00	   2458.55	     99.57	      2.48	      2.15	      5.21	      4.51	44.25	 6.360e-03	     -1.57	Gaussian	0.000000	0.000000
82	0	  0.028914	  0.349335	     -1.00	   2361.88	   2646.25	      3.32	      3.31	      6.98	      6.97	81.49	 2.193e-02	     -1.57	Gaussian	0.000000	0.000000
83	0	  0.030069	  0.608759	     -1.00	   4392.74	   3247.65	      2.26	      2.07	      4.74	      4.34	76.21	 6.008e-03	     -1.56	Gaussian	0.000000	0.000000
84	0	  0.030380	  0.428849	     -1.00	    497.48	    502.53	      2.77	      2.38	      5.81	      5.00	16.26	 6.348e-03	     -1.56	Gaussian	0.000000	0.000000
85	0	  0.030281	  0.623633	     -1.00	   3365.08	   1010.53	      2.12	      2.12	      4.46	      4.46	6.05	 6.617e-03	     -1.55	Gaussian	0.000000	0.000000
86	0	  0.028568	  0.401130	     -1.00	   2709.33	   2006.26	      2.96	      2.78	      6.23	      5.84	4.21	 1.665e-02	     -1.55	Gaussian	0.000000	0.000000
87	0	  0.030674	  0.456010	     -1.00	    133.61	   3331.24	      2.47	      2.47	      5.19	      5.19	63.85	 6.975e-03	     -1.55	Gaussian	0.000000	0.000000
88	0	  0.029431	  0.409013	     -1.00	   5496.38	   1551.57	      2.95	      2.81	      6.21	      5.91	9.98	 1.651e-02	     -1.54	Gaussian	0.000000	0.000000
89	0	  0.031932	  0.581904	     -1.00	   3239.00	   3381.34	      2.63	      2.60	      5.52	      5.47	10.72	 1.946e-02	     -1.52	Gaussian	0.000000	0.000000
90	0	  0.030135	  0.583386	     -1.00	   3109.57	   1001.79	      2.22	      2.07	      4.66	      4.35	60.88	 5.687e-03	     -1.51	Gaussian	0.000000	0.000000
91	0	  0.030146	  0.589043	     -1.00	   3325.93	   2205.52	      2.13	      2.13	      4.47	      4.47	-12.69	 6.564e-03	     -1.51	Gaussian	0.000000	0.000000
92	0	  0.029076	  0.576927	     -1.00	   3260.16	   2090.88	      2.27	      2.03	      4.78	      4.27	-86.72	 5.639e-03	     -1.51	Gaussian	0.000000	0.000000
93	0	  0.029412	  0.499031	     -1.00	   1003.10	   1618.49	      2.40	      2.20	      5.04	      4.62	22.83	 5.753e-03	     -1.50	Gaussian	0.000000	0.000000
94	0	  0.030402	  0.523404	     -1.00	   3020.26	     78.67	      2.34	      2.08	      4.92	      4.38	51.01	 5.879e-03	     -1.47	Gaussian	0.000000	0.000000
95	0	  0.028697	  0.264212	     -1.00	   3476.22	   2448.20	      4.17	      4.00	      8.76	      8.41	87.26	 2.769e-02	     -1.46	Gaussian	0.000000	0.000000
96	0	  0.029844	  0.561740	     -1.00	   3094.52	   2117.96	      2.21	      2.02	      4.63	      4.24	89.03	 5.599e-03	     -1.46	Gaussian	0.000000	0.000000
97	0	  0.029499	  0.291177	     -1.00	    133.66	   2463.55	      1.84	      1.81	      3.87	      3.80	81.75	 2.260e-02	     -1.45	Gaussian	0.000000	0.000000
98	0	  0.029306	  0.459002	     -1.00	    336.54	   2113.03	      2.32	      2.32	      4.87	      4.87	86.09	 5.837e-03	     -1.45	Gaussian	0.000000	0.000000
99	0	  0.029468	  0.533428	     -1.00	   4957.38	   1739.99	      2.22	      2.06	      4.67	      4.33	74.92	 5.352e-03	     -1.44	Gaussian	0.000000	0.000000
100	0	  0.029740	  0.537536	     -1.00	   3177.64	   1097.99	      2.20	      2.06	      4.62	      4.32	75.84	 5.311e-03	     -1.44	Gaussian	0.000000	0.000000
101	0	  0.029012	  0.428705	     -1.00	   1106.82	   1227.81	      2.52	      2.24	      5.30	      4.72	28.87	 5.170e-03	     -1.43	Gaussian	0.000000	0.000000
102	0	  0.030284	  0.469769	     -1.00	   1636.51	   3904.81	      2.29	      2.23	      4.82	      4.69	-77.87	 5.355e-03	     -1.43	Gaussian	0.000000	0.000000
103	0	  0.029456	  0.511597	     -1.00	   3224.40	   2449.49	      2.26	      2.07	      4.75	      4.36	87.28	 5.164e-03	     -1.42	Gaussian	0.000000	0.000000
104	0	  0.025642	  0.246644	     -1.00	   3205.72	   2417.14	      3.94	      2.81	      8.28	      5.91	45.22	 1.453e-02	     -1.42	Gaussian	0.000000	0.000000
105	0	  0.029085	  0.361273	     -1.00	   1751.56	   1818.39	      3.07	      2.92	      6.46	      6.14	84.31	 1.645e-02	     -1.42	Gaussian	0.000000	0.000000
106	0	  0.029235	  0.294116	     -1.00	   2249.20	    840.16	      3.66	      2.96	      7.69	      6.22	6.62	 1.739e-02	     -1.40	Gaussian	0.000000	0.000000
107	0	  0.030661	  0.371779	     -1.00	    363.13	   3341.61	      2.04	      1.95	      4.30	      4.10	87.11	 1.618e-02	     -1.40	Gaussian	0.000000	0.000000
108	0	  0.030070	  0.431162	     -1.00	   2360.51	    100.50	      2.48	      2.15	      5.21	      4.51	43.16	 5.362e-03	     -1.39	Gaussian	0.000000	0.000000
109	0	  0.029284	  0.506703	     -1.00	   4462.91	   3608.61	      2.24	      2.02	      4.70	      4.25	74.91	 5.167e-03	     -1.39	Gaussian	0.000000	0.000000
110	0	  0.029257	  0.500919	     -1.00	   3419.26	   2364.71	      2.26	      2.02	      4.75	      4.24	-87.15	 5.084e-03	     -1.39	Gaussian	0.000000	0.000000
111	0	  0.029530	  0.408272	     -1.00	   5655.27	    611.27	      2.01	      1.78	      4.23	      3.73	61.71	 1.407e-02	     -1.39	Gaussian	0.000000	0.000000
112	0	  0.028439	  0.492484	     -1.00	   3352.03	   2253.98	      2.27	      2.03	      4.77	      4.28	87.12	 4.672e-03	     -1.38	Gaussian	0.000000	0.000000
113	0	  0.024985	  0.189133	     -1.00	   4200.23	    747.20	      4.81	      2.58	     10.10	      5.42	73.71	 1.497e-02	     -1.38	Gaussian	0.000000	0.000000
114	0	  0.029108	  0.460014	     -1.00	   3529.99	   1393.32	      2.63	      2.56	      5.52	      5.38	14.52	 1.314e-02	     -1.36	Gaussian	0.000000	0.000000
115	0	  0.030488	  0.507950	     -1.00	   2349.39	   2836.43	      2.44	      2.24	      5.14	      4.71	60.17	 8.862e-03	     -1.36	Gaussian	0.000000	0.000000
116	0	  0.029126	  0.427088	     -1.00	   2761.30	   2242.63	      2.32	      2.21	      4.87	      4.64	52.35	 4.279e-03	     -1.35	Gaussian	0.000000	0.000000
117	0	  0.027254	  0.443749	     -1.00	   3271.41	   4259.83	      2.34	      2.10	      4.93	      4.41	81.58	 7.663e-03	     -1.35	Gaussian	0.000000	0.000000
118	0	  0.029051	  0.413995	     -1.00	   3014.26	   1886.62	      2.44	      2.13	      5.13	      4.47	-69.71	 4.440e-03	     -1.34	Gaussian	0.000000	0.000000
119	0	  0.028727	  0.255163	     -1.00	   5155.94	    835.61	      1.89	      1.85	      3.97	      3.89	75.64	 2.381e-02	     -1.34	Gaussian	0.000000	0.000000
120	0	  0.028999	  0.472333	     -1.00	   2740.54	   1625.12	      2.22	      2.03	      4.67	      4.27	79.79	 4.647e-03	     -1.33	Gaussian	0.000000	0.000000
121	0	  0.030256	  0.491811	     -1.00	   3334.86	   1974.40	      1.41	      1.41	      2.97	      2.97	20.06	 2.664e-02	     -1.33	Gaussian	0.000000	0.000000
122	0	  0.028127	  0.311162	     -1.00	   5606.26	   1431.17	      2.94	      2.73	      6.17	      5.73	84.19	 1.122e-02	     -1.33	Gaussian	0.000000	0.000000
123	0	  0.027812	  0.310405	     -1.00	   2904.46	   3471.40	      3.16	      2.81	      6.63	      5.91	82.99	 1.377e-02	     -1.30	Gaussian	0.000000	0.000000
124	0	  0.028741	  0.404269	     -1.00	   5393.37	   3455.53	      2.40	      2.10	      5.04	      4.42	65.97	 4.325e-03	     -1.30	Gaussian	0.000000	0.000000
125	0	  0.021932	  0.146717	     -1.00	   2034.19	   4262.18	      4.88	      2.92	     10.27	      6.15	88.56	 1.713e-02	     -1.29	Gaussian	0.000000	0.000000
126	0	  0.025615	  0.180703	     -1.00	   3027.13	    742.16	      4.73	      3.29	      9.94	      6.92	85.22	 1.644e-02	     -1.29	Gaussian	0.000000	0.000000
127	0	  0.028655	  0.438480	     -1.00	   4030.27	    893.86	      2.22	      2.05	      4.66	      4.31	73.15	 4.321e-03	     -1.28	Gaussian	0.000000	0.000000
128	0	  0.028216	  0.237164	     -1.00	   3564.33	   1939.05	      3.46	      3.44	      7.27	      7.23	7.39	 1.815e-02	     -1.28	Gaussian	0.000000	0.000000
129	0	  0.029059	  0.425715	     -1.00	   1600.07	   2298.73	      2.19	      2.12	      4.60	      4.46	49.84	 4.564e-03	     -1.28	Gaussian	0.000000	0.000000
130	0	  0.028732	  0.436525	     -1.00	   4518.92	    801.60	      2.21	      2.05	      4.65	      4.30	60.22	 4.353e-03	     -1.28	Gaussian	0.000000	0.000000
131	0	  0.028549	  0.374802	     -1.00	   5735.49	   2096.23	      2.50	      2.26	      5.25	      4.75	-9.83	 6.291e-03	     -1.27	Gaussian	0.000000	0.000000
132	0	  0.030406	  0.361646	     -1.00	   2516.49	   4076.70	      1.64	      1.50	      3.45	      3.15	79.23	 2.407e-02	     -1.27	Gaussian	0.000000	0.000000
133	0	  0.028423	  0.348014	     -1.00	   3255.08	   1834.22	      2.81	      2.70	      5.90	      5.67	8.53	 1.125e-02	     -1.27	Gaussian	0.000000	0.000000
134	0	  0.034619	  0.256092	     -1.00	   3282.32	   2291.13	      3.73	      3.68	      7.83	      7.74	6.78	 3.074e-02	     -1.27	Gaussian	0.000000	0.000000
135	0	  0.028995	  0.406483	     -1.00	   1799.91	   1332.47	      2.28	      2.11	      4.78	      4.43	40.59	 4.492e-03	     -1.27	Gaussian	0.000000	0.000000
136	0	  0.029279	  0.267616	     -1.00	   2285.58	   1190.06	      1.65	      1.47	      3.47	      3.09	85.83	 2.413e-02	     -1.26	Gaussian	0.000000	0.000000
137	0	  0.028857	  0.411370	     -1.00	   2688.83	    950.77	      2.15	      2.15	      4.52	      4.52	-67.73	 4.421e-03	     -1.25	Gaussian	0.000000	0.000000
138	0	  0.028723	  0.279589	     -1.00	   2491.40	     19.42	      3.00	      2.81	      6.30	      5.91	79.46	 1.075e-02	     -1.24	Gaussian	0.000000	0.000000
139	0	  0.028456	  0.248617	     -1.00	   2718.79	    938.94	      1.72	      1.62	      3.61	      3.41	72.97	 2.311e-02	     -1.24	Gaussian	0.000000	0.000000
140	0	  0.028762	  0.343521	     -1.00	   5798.49	    436.51	      2.54	      2.14	      5.34	      4.50	50.38	 4.197e-03	     -1.23	Gaussian	0.000000	0.000000
141	0	  0.028491	  0.406655	     -1.00	   3111.01	   1932.95	      2.21	      2.04	      4.66	      4.28	85.51	 4.103e-03	     -1.22	Gaussian	0.000000	0.000000
142	0	  0.027682	  0.264211	     -1.00	   6328.58	   3299.46	      1.81	      1.63	      3.80	      3.43	80.81	 1.588e-02	     -1.20	Gaussian	0.000000	0.000000
143	0	  0.028098	  0.340536	     -1.00	    994.56	   1691.02	      2.27	      2.27	      4.78	      4.78	71.16	 4.325e-03	     -1.19	Gaussian	0.000000	0.000000
144	0	  0.028786	  0.346949	     -1.00	   1820.76	    490.30	      2.65	      2.20	      5.57	      4.63	37.27	 5.408e-03	     -1.18	Gaussian	0.000000	0.000000
145	0	  0.027110	  0.243676	     -1.00	   6013.00	     36.06	      3.38	      2.77	      7.10	      5.83	62.21	 8.027e-03	     -1.18	Gaussian	0.000000	0.000000
146	0	  0.029133	  0.338147	     -1.00	   1683.70	   4182.46	      2.29	      2.24	      4.82	      4.71	-81.93	 4.086e-03	     -1.18	Gaussian	0.000000	0.000000
147	0	  0.028544	  0.341071	     -1.00	   1954.70	    153.83	      2.42	      2.10	      5.09	      4.42	38.55	 4.203e-03	     -1.18	Gaussian	0.000000	0.000000
148	0	  0.027837	  0.303670	     -1.00	   1388.39	    523.41	      2.57	      2.21	      5.41	      4.64	30.64	 3.631e-03	     -1.18	Gaussian	0.000000	0.000000
149	0	  0.025399	  0.139772	     -1.00	   1670.11	   2182.08	      4.88	      3.41	     10.26	      7.17	85.73	 1.333e-02	     -1.18	Gaussian	0.000000	0.000000
150	0	  0.027642	  0.203041	     -1.00	   3119.92	   2187.18	      3.37	      3.35	      7.09	      7.05	82.70	 1.317e-02	     -1.17	Gaussian	0.000000	0.000000
151	0	  0.025410	  0.136568	     -1.00	   1711.10	   1180.98	      4.88	      3.46	     10.26	      7.28	82.38	 1.311e-02	     -1.17	Gaussian	0.000000	0.000000
152	0	  0.028471	  0.326593	     -1.00	   2184.73	     17.73	      2.48	      2.11	      5.21	      4.44	38.47	 3.953e-03	     -1.17	Gaussian	0.000000	0.000000
153	0	  0.028065	  0.261593	     -1.00	     94.54	    907.52	      2.70	      2.41	      5.67	      5.08	14.36	 3.950e-03	     -1.17	Gaussian	0.000000	0.000000
154	0	  0.028220	  0.373712	     -1.00	   3592.30	    649.73	      2.23	      2.04	      4.68	      4.28	69.02	 3.696e-03	     -1.16	Gaussian	0.000000	0.000000
155	0	  0.027927	  0.327540	     -1.00	   4264.33	   2953.29	      2.55	      2.12	      5.37	      4.46	58.37	 4.812e-03	     -1.16	Gaussian	0.000000	0.000000
156	0	  0.028085	  0.360349	     -1.00	   4570.31	    886.56	      2.25	      2.07	      4.73	      4.36	62.61	 3.619e-03	     -1.16	Gaussian	0.000000	0.000000
157	0	  0.028275	  0.363181	     -1.00	   3016.46	    526.96	      2.22	      2.07	      4.66	      4.35	63.03	 3.674e-03	     -1.15	Gaussian	0.000000	0.000000
