# 2000 stars found using the following parameters:
# sigma=1.00 roundness=0.50 radius=5 relax=0 profile=0 minbeta=1.5 max_stars=2000 layer=0 minA=0.00 maxA=0.00 maxR=1.00
# star#	layer	B	A	beta	X	Y	FWHMx [px]	FWHMy [px]	FWHMx ["]	FWHMy ["]	angle	RMSE	mag	Profile	RA	Dec
496	0	  0.025659	  0.094928	     -1.00	     78.01	   1099.95	      2.50	      2.50	      5.26	      5.26	63.88	 1.587e-03	     -0.56	Gaussian	0.000000	0.000000
497	0	  0.026384	  0.128390	     -1.00	   3317.55	   2183.82	      2.25	      2.06	      4.72	      4.33	-88.13	 1.280e-03	     -0.56	Gaussian	0.000000	0.000000
498	0	  0.026354	  0.124780	     -1.00	   1731.99	   1773.34	      2.23	      2.13	      4.69	      4.48	62.61	 1.374e-03	     -0.56	Gaussian	0.000000	0.000000
499	0	  0.026383	  0.130652	     -1.00	   4667.03	   4075.33	      2.38	      2.38	      5.01	      5.01	25.34	 2.388e-03	     -0.56	Gaussian	0.000000	0.000000
500	0	  0.026046	  0.063419	     -1.00	   2824.18	   2781.99	      3.94	      3.70	      8.27	      7.78	8.37	 5.578e-03	     -0.56	Gaussian	0.000000	0.000000
501	0	  0.025887	  0.104511	     -1.00	    592.48	   2273.13	      2.37	      2.37	      4.98	      4.98	84.91	 1.419e-03	     -0.55	Gaussian	0.000000	0.000000
502	0	  0.026109	  0.121605	     -1.00	   1295.45	   1475.89	      2.28	      2.12	      4.79	      4.45	38.25	 1.387e-03	     -0.55	Gaussian	0.000000	0.000000
503	0	  0.025907	  0.087955	     -1.00	   4671.18	   1055.27	      3.26	      3.14	      6.85	      6.59	5.53	 4.750e-03	     -0.55	Gaussian	0.000000	0.000000
504	0	  0.025935	  0.109568	     -1.00	   1011.56	   3182.96	      2.34	      2.28	      4.92	      4.79	6.03	 1.313e-03	     -0.55	Gaussian	0.000000	0.000000
505	0	  0.025681	  0.058502	     -1.00	    193.90	   2286.51	      2.00	      2.00	      4.20	      4.20	79.72	 5.326e-03	     -0.55	Gaussian	0.000000	0.000000
506	0	  0.026276	  0.107984	     -1.00	   1956.68	    806.11	      1.97	      1.85	      4.14	      3.89	70.92	 3.707e-03	     -0.55	Gaussian	0.000000	0.000000
507	0	  0.025805	  0.104634	     -1.00	   5233.16	    980.50	      2.86	      2.65	      6.02	      5.56	-14.07	 3.255e-03	     -0.55	Gaussian	0.000000	0.000000
508	0	  0.026176	  0.120311	     -1.00	   4118.20	   4083.62	      2.19	      2.19	      4.60	      4.60	10.06	 1.451e-03	     -0.55	Gaussian	0.000000	0.000000
509	0	  0.026279	  0.126587	     -1.00	   3765.06	   1477.82	      2.21	      2.06	      4.64	      4.34	75.94	 1.369e-03	     -0.55	Gaussian	0.000000	0.000000
510	0	  0.025958	  0.053867	     -1.00	   2635.45	    155.11	      4.33	      4.32	      9.10	      9.09	81.15	 6.503e-03	     -0.54	Gaussian	0.000000	0.000000
511	0	  0.026244	  0.129050	     -1.00	   2941.31	   3508.80	      2.21	      2.00	      4.65	      4.21	82.72	 1.311e-03	     -0.54	Gaussian	0.000000	0.000000
512	0	  0.026258	  0.131070	     -1.00	   4051.97	   1037.62	      2.18	      2.00	      4.58	      4.21	62.85	 1.369e-03	     -0.54	Gaussian	0.000000	0.000000
513	0	  0.026808	  0.121958	     -1.00	   2813.11	   1311.65	      1.43	      1.41	      3.02	      2.96	86.57	 7.995e-03	     -0.54	Gaussian	0.000000	0.000000
514	0	  0.026259	  0.127646	     -1.00	   2194.47	   2064.93	      2.18	      2.05	      4.58	      4.30	75.63	 1.354e-03	     -0.54	Gaussian	0.000000	0.000000
515	0	  0.026100	  0.118604	     -1.00	   2826.15	    223.44	      2.32	      2.07	      4.87	      4.35	49.92	 1.362e-03	     -0.54	Gaussian	0.000000	0.000000
516	0	  0.026745	  0.109905	     -1.00	   2423.30	   4066.37	      1.60	      1.51	      3.36	      3.17	8.01	 6.823e-03	     -0.54	Gaussian	0.000000	0.000000
517	0	  0.026151	  0.118509	     -1.00	   4251.67	   2562.66	      2.28	      2.10	      4.80	      4.42	86.18	 1.175e-03	     -0.54	Gaussian	0.000000	0.000000
518	0	  0.026290	  0.122602	     -1.00	   2903.72	   1940.83	      2.25	      2.06	      4.72	      4.34	-88.68	 1.318e-03	     -0.54	Gaussian	0.000000	0.000000
519	0	  0.026056	  0.103710	     -1.00	    960.64	   3145.53	      2.34	      2.33	      4.91	      4.91	61.59	 1.396e-03	     -0.54	Gaussian	0.000000	0.000000
520	0	  0.025935	  0.090311	     -1.00	    497.30	   3946.44	      2.50	      2.50	      5.25	      5.25	69.83	 1.330e-03	     -0.54	Gaussian	0.000000	0.000000
521	0	  0.024904	  0.052466	     -1.00	   5426.18	   1596.27	      4.50	      2.50	      9.46	      5.25	60.57	 3.398e-03	     -0.54	Gaussian	0.000000	0.000000
522	0	  0.026233	  0.117793	     -1.00	   3338.62	   1337.68	      2.27	      2.11	      4.77	      4.42	78.10	 1.148e-03	     -0.54	Gaussian	0.000000	0.000000
523	0	  0.026616	  0.091931	     -1.00	    198.28	   1113.46	      2.48	      2.46	      5.20	      5.18	50.17	 1.856e-03	     -0.53	Gaussian	0.000000	0.000000
524	0	  0.026228	  0.048857	     -1.00	   1812.18	    808.24	      4.03	      4.01	      8.47	      8.43	8.01	 4.646e-03	     -0.53	Gaussian	0.000000	0.000000
525	0	  0.026151	  0.119469	     -1.00	   1772.33	   1392.81	      2.21	      2.12	      4.65	      4.45	50.90	 1.386e-03	     -0.53	Gaussian	0.000000	0.000000
526	0	  0.026602	  0.129404	     -1.00	   2860.88	   3026.38	      1.43	      1.43	      3.01	      3.00	19.58	 6.922e-03	     -0.53	Gaussian	0.000000	0.000000
527	0	  0.025940	  0.110860	     -1.00	   1098.92	   2221.71	      2.31	      2.18	      4.86	      4.58	19.50	 1.296e-03	     -0.53	Gaussian	0.000000	0.000000
528	0	  0.025921	  0.111670	     -1.00	   5609.52	   2182.44	      2.37	      2.11	      4.98	      4.43	57.49	 1.220e-03	     -0.53	Gaussian	0.000000	0.000000
529	0	  0.026116	  0.113341	     -1.00	   3899.84	   4056.29	      1.95	      1.76	      4.11	      3.71	59.55	 3.047e-03	     -0.53	Gaussian	0.000000	0.000000
530	0	  0.026166	  0.102961	     -1.00	   3763.15	   2209.07	      2.86	      2.49	      6.01	      5.23	71.85	 2.970e-03	     -0.53	Gaussian	0.000000	0.000000
531	0	  0.025880	  0.051185	     -1.00	    834.99	   1088.61	      1.75	      1.75	      3.68	      3.68	73.32	 6.272e-03	     -0.53	Gaussian	0.000000	0.000000
532	0	  0.026253	  0.072188	     -1.00	   3094.99	    863.49	      1.58	      1.44	      3.31	      3.02	2.54	 7.410e-03	     -0.53	Gaussian	0.000000	0.000000
533	0	  0.025336	  0.105027	     -1.00	   6081.57	    741.78	      2.53	      2.09	      5.31	      4.39	52.04	 1.263e-03	     -0.53	Gaussian	0.000000	0.000000
534	0	  0.026530	  0.132605	     -1.00	   3617.97	   2272.39	      1.86	      1.84	      3.90	      3.87	8.02	 2.800e-03	     -0.53	Gaussian	0.000000	0.000000
535	0	  0.026047	  0.104202	     -1.00	   4770.50	   3707.12	      1.90	      1.48	      4.00	      3.11	-13.14	 4.552e-03	     -0.53	Gaussian	0.000000	0.000000
536	0	  0.025695	  0.050796	     -1.00	   5729.33	   4092.39	      1.81	      1.80	      3.80	      3.78	76.71	 6.477e-03	     -0.53	Gaussian	0.000000	0.000000
537	0	  0.026187	  0.071378	     -1.00	   1232.45	   3581.13	      1.54	      1.32	      3.24	      2.78	-89.98	 7.317e-03	     -0.53	Gaussian	0.000000	0.000000
538	0	  0.025345	  0.103860	     -1.00	   6333.91	    795.75	      2.55	      2.07	      5.36	      4.36	54.40	 1.295e-03	     -0.53	Gaussian	0.000000	0.000000
539	0	  0.025683	  0.096073	     -1.00	   5765.51	    453.45	      2.60	      2.19	      5.47	      4.61	49.67	 1.277e-03	     -0.52	Gaussian	0.000000	0.000000
540	0	  0.025989	  0.114936	     -1.00	   5119.55	   2932.10	      2.27	      2.10	      4.78	      4.41	60.98	 1.162e-03	     -0.52	Gaussian	0.000000	0.000000
541	0	  0.026122	  0.122459	     -1.00	   4151.03	   3637.84	      2.23	      2.00	      4.69	      4.21	79.36	 1.251e-03	     -0.52	Gaussian	0.000000	0.000000
542	0	  0.027140	  0.102211	     -1.00	   3377.53	   1751.85	      1.54	      1.40	      3.23	      2.93	76.36	 7.777e-03	     -0.52	Gaussian	0.000000	0.000000
543	0	  0.025769	  0.097217	     -1.00	    575.79	   1366.85	      2.52	      2.23	      5.29	      4.70	19.23	 1.316e-03	     -0.52	Gaussian	0.000000	0.000000
544	0	  0.025481	  0.106941	     -1.00	   5642.12	    554.09	      2.28	      2.09	      4.80	      4.40	45.96	 1.352e-03	     -0.52	Gaussian	0.000000	0.000000
545	0	  0.026130	  0.117062	     -1.00	   3413.92	    133.63	      2.27	      2.05	      4.77	      4.30	48.20	 1.292e-03	     -0.52	Gaussian	0.000000	0.000000
546	0	  0.025937	  0.071310	     -1.00	   4639.84	   2926.88	      1.66	      1.56	      3.48	      3.29	74.68	 6.881e-03	     -0.52	Gaussian	0.000000	0.000000
547	0	  0.026296	  0.106427	     -1.00	   1218.48	   1086.78	      2.38	      2.14	      5.00	      4.50	29.10	 1.428e-03	     -0.52	Gaussian	0.000000	0.000000
548	0	  0.025782	  0.105503	     -1.00	   2342.97	     31.88	      2.26	      2.26	      4.76	      4.76	-3.55	 1.415e-03	     -0.52	Gaussian	0.000000	0.000000
549	0	  0.025745	  0.102445	     -1.00	    973.90	   1152.92	      2.42	      2.17	      5.08	      4.56	22.61	 1.296e-03	     -0.52	Gaussian	0.000000	0.000000
550	0	  0.026042	  0.110217	     -1.00	   1369.65	   2916.64	      2.21	      2.20	      4.65	      4.62	44.89	 1.283e-03	     -0.52	Gaussian	0.000000	0.000000
551	0	  0.026526	  0.108604	     -1.00	   3202.96	   2670.76	      1.90	      1.58	      3.99	      3.32	-49.50	 4.196e-03	     -0.51	Gaussian	0.000000	0.000000
552	0	  0.025587	  0.078231	     -1.00	   5406.16	    360.70	      2.91	      2.91	      6.12	      6.12	11.12	 2.722e-03	     -0.51	Gaussian	0.000000	0.000000
553	0	  0.026225	  0.110032	     -1.00	   3769.98	   4020.46	      2.20	      2.20	      4.62	      4.62	3.05	 1.254e-03	     -0.51	Gaussian	0.000000	0.000000
554	0	  0.025875	  0.111446	     -1.00	   4597.92	    170.65	      2.31	      2.06	      4.87	      4.32	58.64	 1.246e-03	     -0.51	Gaussian	0.000000	0.000000
555	0	  0.026068	  0.104592	     -1.00	   3242.77	    356.43	      2.34	      2.16	      4.92	      4.55	60.21	 1.149e-03	     -0.51	Gaussian	0.000000	0.000000
556	0	  0.026000	  0.105478	     -1.00	   3310.62	   4159.53	      2.37	      2.11	      4.98	      4.44	80.07	 1.058e-03	     -0.51	Gaussian	0.000000	0.000000
557	0	  0.026133	  0.095000	     -1.00	   1023.70	   4145.99	      2.41	      2.31	      5.07	      4.85	21.85	 1.274e-03	     -0.51	Gaussian	0.000000	0.000000
558	0	  0.026022	  0.082097	     -1.00	   1914.52	    959.39	      3.51	      3.38	      7.38	      7.11	82.78	 5.509e-03	     -0.51	Gaussian	0.000000	0.000000
559	0	  0.025846	  0.099297	     -1.00	   1057.27	   3428.69	      2.31	      2.31	      4.85	      4.85	78.02	 1.221e-03	     -0.51	Gaussian	0.000000	0.000000
560	0	  0.026093	  0.066455	     -1.00	   2670.84	    655.70	      1.84	      1.78	      3.86	      3.73	75.93	 5.907e-03	     -0.51	Gaussian	0.000000	0.000000
561	0	  0.025751	  0.099004	     -1.00	    759.71	   2682.97	      2.38	      2.24	      5.00	      4.71	15.27	 1.256e-03	     -0.51	Gaussian	0.000000	0.000000
562	0	  0.025868	  0.088754	     -1.00	    125.88	   1889.99	      2.56	      2.32	      5.38	      4.88	10.85	 1.467e-03	     -0.51	Gaussian	0.000000	0.000000
563	0	  0.026086	  0.093018	     -1.00	    619.23	   2658.65	      2.38	      2.38	      5.00	      4.99	56.50	 1.772e-03	     -0.51	Gaussian	0.000000	0.000000
564	0	  0.026227	  0.117327	     -1.00	   3371.23	   3557.92	      2.24	      2.00	      4.71	      4.20	81.17	 1.177e-03	     -0.51	Gaussian	0.000000	0.000000
565	0	  0.025728	  0.081341	     -1.00	    336.45	    720.90	      2.67	      2.40	      5.62	      5.05	15.35	 1.507e-03	     -0.50	Gaussian	0.000000	0.000000
566	0	  0.026066	  0.112775	     -1.00	   4531.06	   3986.71	      2.29	      2.02	      4.80	      4.24	69.90	 1.227e-03	     -0.50	Gaussian	0.000000	0.000000
567	0	  0.026020	  0.107096	     -1.00	   2762.00	    173.60	      2.20	      2.20	      4.63	      4.63	-59.38	 1.422e-03	     -0.50	Gaussian	0.000000	0.000000
568	0	  0.026126	  0.118179	     -1.00	   3698.30	    554.04	      2.04	      1.96	      4.29	      4.13	56.41	 1.643e-03	     -0.50	Gaussian	0.000000	0.000000
569	0	  0.025868	  0.055403	     -1.00	   4109.18	   3873.28	      3.86	      3.60	      8.11	      7.57	7.65	 5.281e-03	     -0.50	Gaussian	0.000000	0.000000
570	0	  0.026256	  0.116647	     -1.00	   4791.72	   1810.99	      2.16	      2.06	      4.53	      4.33	77.01	 1.405e-03	     -0.50	Gaussian	0.000000	0.000000
571	0	  0.025268	  0.053805	     -1.00	   5725.16	    425.92	      3.94	      3.79	      8.29	      7.97	83.43	 4.273e-03	     -0.50	Gaussian	0.000000	0.000000
572	0	  0.026300	  0.087406	     -1.00	   1808.07	   1152.98	      1.55	      1.46	      3.25	      3.06	83.31	 7.486e-03	     -0.50	Gaussian	0.000000	0.000000
573	0	  0.026060	  0.061864	     -1.00	   3924.32	    678.54	      1.59	      1.37	      3.35	      2.88	8.66	 7.420e-03	     -0.50	Gaussian	0.000000	0.000000
574	0	  0.024985	  0.039755	     -1.00	   1683.26	   1954.27	      4.61	      2.84	      9.68	      5.97	78.28	 3.225e-03	     -0.50	Gaussian	0.000000	0.000000
575	0	  0.025757	  0.048345	     -1.00	   1166.32	   1130.08	      4.45	      4.45	      9.36	      9.36	83.90	 5.089e-03	     -0.50	Gaussian	0.000000	0.000000
576	0	  0.025878	  0.102634	     -1.00	   4588.90	     16.48	      2.38	      2.11	      5.00	      4.44	56.27	 1.183e-03	     -0.50	Gaussian	0.000000	0.000000
577	0	  0.026122	  0.073715	     -1.00	   3013.89	   2376.88	      3.01	      2.32	      6.33	      4.88	27.22	 2.516e-03	     -0.50	Gaussian	0.000000	0.000000
578	0	  0.025946	  0.073895	     -1.00	   4661.76	   1082.67	      1.94	      1.85	      4.09	      3.88	77.11	 5.240e-03	     -0.50	Gaussian	0.000000	0.000000
579	0	  0.025788	  0.108916	     -1.00	   5196.33	   1336.77	      2.29	      2.06	      4.81	      4.33	59.93	 1.132e-03	     -0.50	Gaussian	0.000000	0.000000
580	0	  0.026180	  0.114429	     -1.00	   3282.88	   3401.82	      2.21	      2.03	      4.64	      4.26	86.92	 1.133e-03	     -0.50	Gaussian	0.000000	0.000000
581	0	  0.025697	  0.092701	     -1.00	   1346.97	     55.23	      2.55	      2.16	      5.37	      4.54	24.24	 1.260e-03	     -0.50	Gaussian	0.000000	0.000000
582	0	  0.026040	  0.111140	     -1.00	   1974.05	   1851.51	      2.14	      2.14	      4.50	      4.50	3.94	 1.231e-03	     -0.49	Gaussian	0.000000	0.000000
583	0	  0.025435	  0.061923	     -1.00	    215.44	    212.31	      1.73	      1.68	      3.64	      3.53	86.63	 4.702e-03	     -0.49	Gaussian	0.000000	0.000000
584	0	  0.025702	  0.090709	     -1.00	   1038.52	    126.93	      2.56	      2.19	      5.38	      4.60	21.33	 1.345e-03	     -0.49	Gaussian	0.000000	0.000000
585	0	  0.025925	  0.092110	     -1.00	   3101.64	    135.15	      2.65	      2.60	      5.57	      5.47	-61.64	 2.172e-03	     -0.49	Gaussian	0.000000	0.000000
586	0	  0.026013	  0.112311	     -1.00	   4869.91	    985.73	      2.21	      2.05	      4.65	      4.30	60.32	 1.235e-03	     -0.49	Gaussian	0.000000	0.000000
587	0	  0.026018	  0.109612	     -1.00	   5100.69	   2376.54	      2.27	      2.04	      4.76	      4.29	68.72	 1.207e-03	     -0.49	Gaussian	0.000000	0.000000
588	0	  0.025630	  0.098875	     -1.00	   5930.27	   3862.88	      2.43	      2.10	      5.12	      4.42	65.46	 1.216e-03	     -0.49	Gaussian	0.000000	0.000000
589	0	  0.026173	  0.104646	     -1.00	   2668.75	   2229.43	      2.27	      2.13	      4.77	      4.47	79.72	 1.104e-03	     -0.49	Gaussian	0.000000	0.000000
590	0	  0.025800	  0.084978	     -1.00	   4970.62	   3076.16	      3.30	      1.97	      6.94	      4.14	44.31	 2.866e-03	     -0.49	Gaussian	0.000000	0.000000
591	0	  0.025919	  0.073261	     -1.00	   2317.33	    873.15	      3.00	      2.78	      6.30	      5.85	84.48	 2.989e-03	     -0.49	Gaussian	0.000000	0.000000
592	0	  0.026100	  0.102828	     -1.00	   5759.30	   2531.66	      2.36	      2.08	      4.95	      4.37	55.03	 1.593e-03	     -0.49	Gaussian	0.000000	0.000000
593	0	  0.025871	  0.060541	     -1.00	   3560.31	    812.94	      3.23	      3.23	      6.79	      6.79	9.20	 3.864e-03	     -0.49	Gaussian	0.000000	0.000000
594	0	  0.026186	  0.106022	     -1.00	   3635.75	   2033.61	      2.27	      2.08	      4.78	      4.38	85.96	 1.128e-03	     -0.49	Gaussian	0.000000	0.000000
595	0	  0.026179	  0.109088	     -1.00	   2503.65	   1284.09	      2.22	      2.07	      4.68	      4.35	60.72	 1.114e-03	     -0.49	Gaussian	0.000000	0.000000
596	0	  0.026256	  0.066279	     -1.00	   2747.36	   3492.91	      3.21	      3.19	      6.74	      6.71	7.53	 4.306e-03	     -0.49	Gaussian	0.000000	0.000000
597	0	  0.025852	  0.106071	     -1.00	   4430.70	    391.93	      2.30	      2.05	      4.83	      4.31	56.51	 1.153e-03	     -0.49	Gaussian	0.000000	0.000000
598	0	  0.025896	  0.055454	     -1.00	   4689.05	   1775.70	      1.73	      1.71	      3.64	      3.60	73.07	 6.412e-03	     -0.49	Gaussian	0.000000	0.000000
599	0	  0.026135	  0.114418	     -1.00	   2771.14	   2961.68	      2.09	      2.09	      4.39	      4.39	19.60	 1.253e-03	     -0.49	Gaussian	0.000000	0.000000
600	0	  0.026527	  0.114379	     -1.00	   3349.06	   2618.28	      1.90	      1.83	      4.00	      3.85	89.14	 2.640e-03	     -0.49	Gaussian	0.000000	0.000000
601	0	  0.025770	  0.101694	     -1.00	   5707.61	   3275.75	      2.34	      2.09	      4.92	      4.39	64.29	 1.127e-03	     -0.49	Gaussian	0.000000	0.000000
602	0	  0.024964	  0.033781	     -1.00	    699.12	   2775.27	      4.66	      3.16	      9.80	      6.64	81.44	 2.532e-03	     -0.49	Gaussian	0.000000	0.000000
603	0	  0.025918	  0.100804	     -1.00	   4177.53	    945.56	      2.31	      2.13	      4.85	      4.48	65.40	 1.007e-03	     -0.48	Gaussian	0.000000	0.000000
604	0	  0.026222	  0.108742	     -1.00	   3483.29	   2143.62	      2.25	      2.03	      4.72	      4.27	83.86	 1.078e-03	     -0.48	Gaussian	0.000000	0.000000
605	0	  0.025758	  0.055234	     -1.00	   2144.12	   3444.96	      3.74	      3.62	      7.85	      7.60	5.77	 4.329e-03	     -0.48	Gaussian	0.000000	0.000000
606	0	  0.026217	  0.104966	     -1.00	   3005.79	   2000.51	      2.26	      2.09	      4.75	      4.39	83.91	 1.063e-03	     -0.48	Gaussian	0.000000	0.000000
607	0	  0.026089	  0.092574	     -1.00	   4045.72	   1116.77	      2.44	      2.20	      5.12	      4.62	-33.28	 1.319e-03	     -0.48	Gaussian	0.000000	0.000000
608	0	  0.026282	  0.111047	     -1.00	   2791.41	   3175.42	      1.97	      1.76	      4.14	      3.69	74.66	 2.340e-03	     -0.48	Gaussian	0.000000	0.000000
609	0	  0.025795	  0.080853	     -1.00	   3992.24	    286.50	      2.70	      2.58	      5.68	      5.42	12.10	 1.975e-03	     -0.48	Gaussian	0.000000	0.000000
610	0	  0.025734	  0.100684	     -1.00	   4975.41	    941.27	      2.20	      2.04	      4.62	      4.28	51.17	 1.296e-03	     -0.48	Gaussian	0.000000	0.000000
611	0	  0.025955	  0.105502	     -1.00	   5149.60	   2621.04	      2.25	      2.07	      4.73	      4.35	60.77	 1.154e-03	     -0.48	Gaussian	0.000000	0.000000
612	0	  0.025425	  0.079080	     -1.00	    130.88	    649.64	      2.49	      2.49	      5.24	      5.24	-42.72	 1.333e-03	     -0.48	Gaussian	0.000000	0.000000
613	0	  0.026162	  0.094263	     -1.00	   3685.43	   2165.23	      2.52	      2.21	      5.29	      4.65	51.58	 1.471e-03	     -0.48	Gaussian	0.000000	0.000000
614	0	  0.025451	  0.089188	     -1.00	   6332.44	    909.26	      2.60	      2.12	      5.46	      4.46	54.28	 1.153e-03	     -0.48	Gaussian	0.000000	0.000000
615	0	  0.025990	  0.102335	     -1.00	   5587.04	   3688.53	      2.19	      2.19	      4.60	      4.60	10.45	 1.364e-03	     -0.48	Gaussian	0.000000	0.000000
616	0	  0.026208	  0.108922	     -1.00	   3872.03	   2229.63	      2.12	      2.12	      4.45	      4.45	1.51	 1.341e-03	     -0.48	Gaussian	0.000000	0.000000
617	0	  0.026170	  0.103734	     -1.00	   2676.86	   1466.58	      2.21	      2.13	      4.65	      4.49	70.11	 1.087e-03	     -0.48	Gaussian	0.000000	0.000000
618	0	  0.025658	  0.092666	     -1.00	   1276.58	   1048.13	      2.29	      2.29	      4.82	      4.82	73.42	 1.211e-03	     -0.48	Gaussian	0.000000	0.000000
619	0	  0.025966	  0.095295	     -1.00	   1945.63	    513.63	      2.38	      2.14	      5.00	      4.51	40.56	 1.224e-03	     -0.48	Gaussian	0.000000	0.000000
620	0	  0.025781	  0.090661	     -1.00	   1009.95	   2867.53	      2.36	      2.27	      4.95	      4.78	13.77	 1.123e-03	     -0.48	Gaussian	0.000000	0.000000
621	0	  0.026075	  0.104423	     -1.00	   3386.87	   3869.61	      2.17	      2.14	      4.56	      4.51	89.63	 1.105e-03	     -0.48	Gaussian	0.000000	0.000000
622	0	  0.025887	  0.085069	     -1.00	   1604.30	    721.21	      2.11	      1.89	      4.43	      3.97	36.88	 2.292e-03	     -0.48	Gaussian	0.000000	0.000000
623	0	  0.025966	  0.092997	     -1.00	    787.88	   1125.42	      2.39	      2.18	      5.03	      4.58	25.61	 1.724e-03	     -0.48	Gaussian	0.000000	0.000000
624	0	  0.026019	  0.098570	     -1.00	   4305.47	   2102.62	      2.30	      2.13	      4.84	      4.48	78.99	 1.002e-03	     -0.47	Gaussian	0.000000	0.000000
625	0	  0.025941	  0.102725	     -1.00	   3727.69	     77.95	      2.23	      2.11	      4.68	      4.44	44.14	 1.181e-03	     -0.47	Gaussian	0.000000	0.000000
626	0	  0.025691	  0.057563	     -1.00	   1564.17	   2473.88	      3.36	      3.32	      7.06	      6.98	7.74	 3.495e-03	     -0.47	Gaussian	0.000000	0.000000
627	0	  0.026074	  0.092027	     -1.00	   2587.52	     40.44	      2.49	      2.11	      5.23	      4.43	44.90	 1.331e-03	     -0.47	Gaussian	0.000000	0.000000
628	0	  0.026249	  0.106642	     -1.00	   2996.38	   2209.85	      2.24	      2.01	      4.71	      4.23	86.28	 1.140e-03	     -0.47	Gaussian	0.000000	0.000000
629	0	  0.026100	  0.094935	     -1.00	   1949.59	   3956.79	      2.33	      2.17	      4.90	      4.56	-87.70	 1.162e-03	     -0.47	Gaussian	0.000000	0.000000
630	0	  0.025823	  0.085727	     -1.00	   1910.45	     27.16	      2.64	      2.57	      5.54	      5.39	-51.59	 1.920e-03	     -0.47	Gaussian	0.000000	0.000000
631	0	  0.026087	  0.109638	     -1.00	   4368.90	   2356.64	      2.18	      2.01	      4.58	      4.22	80.18	 1.127e-03	     -0.47	Gaussian	0.000000	0.000000
632	0	  0.026141	  0.103808	     -1.00	   1826.50	   2263.95	      2.19	      2.11	      4.60	      4.44	74.04	 1.116e-03	     -0.47	Gaussian	0.000000	0.000000
633	0	  0.025897	  0.090057	     -1.00	   1772.39	    308.40	      2.48	      2.15	      5.21	      4.51	34.72	 1.094e-03	     -0.47	Gaussian	0.000000	0.000000
634	0	  0.026044	  0.047372	     -1.00	   3657.20	   2054.62	      1.70	      1.70	      3.58	      3.58	74.98	 6.476e-03	     -0.47	Gaussian	0.000000	0.000000
635	0	  0.025699	  0.100328	     -1.00	   5571.77	   1369.63	      2.30	      2.07	      4.83	      4.35	58.34	 1.122e-03	     -0.47	Gaussian	0.000000	0.000000
636	0	  0.025956	  0.050335	     -1.00	   2372.96	    983.25	      4.19	      4.11	      8.81	      8.64	3.51	 5.512e-03	     -0.47	Gaussian	0.000000	0.000000
637	0	  0.025546	  0.088416	     -1.00	   1849.07	     51.72	      2.51	      2.16	      5.27	      4.53	33.49	 1.149e-03	     -0.47	Gaussian	0.000000	0.000000
638	0	  0.025448	  0.084296	     -1.00	    324.45	   2157.88	      2.49	      2.27	      5.24	      4.77	13.19	 1.162e-03	     -0.47	Gaussian	0.000000	0.000000
639	0	  0.025687	  0.082650	     -1.00	    978.55	   3794.51	      2.40	      2.40	      5.05	      5.05	73.70	 1.065e-03	     -0.47	Gaussian	0.000000	0.000000
640	0	  0.025842	  0.095118	     -1.00	   3884.51	    283.60	      2.36	      2.12	      4.95	      4.47	58.36	 1.019e-03	     -0.47	Gaussian	0.000000	0.000000
641	0	  0.024893	  0.037369	     -1.00	   1324.29	   2307.27	      4.37	      2.98	      9.19	      6.27	80.99	 2.847e-03	     -0.47	Gaussian	0.000000	0.000000
642	0	  0.026098	  0.095636	     -1.00	   1524.79	    761.59	      2.34	      2.11	      4.93	      4.44	39.37	 1.158e-03	     -0.47	Gaussian	0.000000	0.000000
643	0	  0.025866	  0.103121	     -1.00	   1496.61	   2872.00	      2.14	      2.14	      4.50	      4.50	73.35	 1.180e-03	     -0.47	Gaussian	0.000000	0.000000
644	0	  0.025707	  0.074911	     -1.00	    916.64	   1636.22	      3.25	      2.33	      6.83	      4.90	12.71	 2.130e-03	     -0.47	Gaussian	0.000000	0.000000
645	0	  0.026156	  0.103432	     -1.00	   2788.74	   2191.81	      2.23	      2.04	      4.70	      4.29	86.09	 1.111e-03	     -0.46	Gaussian	0.000000	0.000000
646	0	  0.026054	  0.052593	     -1.00	   2530.42	   2710.08	      3.55	      3.49	      7.46	      7.34	8.68	 4.433e-03	     -0.46	Gaussian	0.000000	0.000000
647	0	  0.026180	  0.099059	     -1.00	   3022.68	   2514.71	      2.26	      2.10	      4.75	      4.42	85.03	 1.026e-03	     -0.46	Gaussian	0.000000	0.000000
648	0	  0.025760	  0.095803	     -1.00	   1268.96	   2970.64	      2.21	      2.21	      4.65	      4.65	69.62	 1.111e-03	     -0.46	Gaussian	0.000000	0.000000
649	0	  0.025814	  0.087862	     -1.00	    725.53	   2780.05	      2.31	      2.31	      4.86	      4.86	86.75	 1.127e-03	     -0.46	Gaussian	0.000000	0.000000
650	0	  0.024856	  0.031069	     -1.00	   1117.17	   2966.24	      4.78	      3.10	     10.05	      6.51	78.28	 2.377e-03	     -0.46	Gaussian	0.000000	0.000000
651	0	  0.025394	  0.075373	     -1.00	     76.58	   1916.99	      2.61	      2.38	      5.49	      5.01	13.83	 1.233e-03	     -0.46	Gaussian	0.000000	0.000000
652	0	  0.025960	  0.059107	     -1.00	   3509.87	   2079.22	      3.10	      3.10	      6.52	      6.52	80.62	 3.162e-03	     -0.46	Gaussian	0.000000	0.000000
